city,state,state_original,year,month,PM2.5 (ug/m3)_mean,PM2.5 (ug/m3)_flag,PM2.5 (ug/m3)_coverage_pct,PM10 (ug/m3)_mean,PM10 (ug/m3)_flag,PM10 (ug/m3)_coverage_pct,NO (ug/m3)_mean,NO (ug/m3)_flag,NO (ug/m3)_coverage_pct,NO2 (ug/m3)_mean,NO2 (ug/m3)_flag,NO2 (ug/m3)_coverage_pct,NOx (ppb)_mean,NOx (ppb)_flag,NOx (ppb)_coverage_pct,SO2 (ug/m3)_mean,SO2 (ug/m3)_flag,SO2 (ug/m3)_coverage_pct,CO (mg/m3)_mean,CO (mg/m3)_flag,CO (mg/m3)_coverage_pct,NH3 (ug/m3)_mean,NH3 (ug/m3)_flag,NH3 (ug/m3)_coverage_pct,Ozone (ug/m3)_mean,Ozone (ug/m3)_flag,Ozone (ug/m3)_coverage_pct,Benzene (ug/m3)_mean,Benzene (ug/m3)_flag,Benzene (ug/m3)_coverage_pct,Toluene (ug/m3)_mean,Toluene (ug/m3)_flag,Toluene (ug/m3)_coverage_pct,Eth-Benzene (ug/m3)_mean,Eth-Benzene (ug/m3)_flag,Eth-Benzene (ug/m3)_coverage_pct,MP-Xylene (ug/m3)_mean,MP-Xylene (ug/m3)_flag,MP-Xylene (ug/m3)_coverage_pct,Xylene (ug/m3)_mean,Xylene (ug/m3)_flag,Xylene (ug/m3)_coverage_pct,WS (m/s)_mean,WS (m/s)_flag,WS (m/s)_coverage_pct,WD (degree)_mean,WD (degree)_flag,WD (degree)_coverage_pct,RH (%)_mean,RH (%)_flag,RH (%)_coverage_pct,AT (degree C)_mean,AT (degree C)_flag,AT (degree C)_coverage_pct,RF (mm)_mean,RF (mm)_flag,RF (mm)_coverage_pct,BP (mmHg)_mean,BP (mmHg)_flag,BP (mmHg)_coverage_pct,CH4 (ug/m3)_mean,CH4 (ug/m3)_flag,CH4 (ug/m3)_coverage_pct,O Xylene (ug/m3)_mean,O Xylene (ug/m3)_flag,O Xylene (ug/m3)_coverage_pct,SR (W/mt2)_mean,SR (W/mt2)_flag,SR (W/mt2)_coverage_pct,NMHC (ug/m3)_mean,NMHC (ug/m3)_flag,NMHC (ug/m3)_coverage_pct,THC (ug/m3)_mean,THC (ug/m3)_flag,THC (ug/m3)_coverage_pct,CO2 (mg/m3)_mean,CO2 (mg/m3)_flag,CO2 (mg/m3)_coverage_pct,HCHO (ug/m3)_mean,HCHO (ug/m3)_flag,HCHO (ug/m3)_coverage_pct,Hg (ug/m3)_mean,Hg (ug/m3)_flag,Hg (ug/m3)_coverage_pct,SPM (ug/m3)_mean,SPM (ug/m3)_flag,SPM (ug/m3)_coverage_pct,data_quality_tier,actual_data_years,data_first_year,data_last_year,n_stations
Satna,Madhya Pradesh,Madhya Pradesh,2019,10,19.366945812807884,good,81.9,173.76269175108538,good,92.9,,insufficient,0.0,,insufficient,0.0,22.369293233082708,good,89.4,33.11546686746988,good,89.2,0.9896846846846846,good,89.5,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2019,11,20.187195994277538,good,97.1,194.32780726256982,good,99.4,,insufficient,0.0,,insufficient,0.0,28.92337047353761,good,99.7,38.29348189415042,good,99.7,0.8975770925110133,good,94.6,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2019,12,21.874031563845048,good,93.7,143.15672245467223,good,96.4,,insufficient,0.0,,insufficient,0.0,25.83576662143826,good,99.1,40.396241519674355,good,99.1,0.3647454844006568,good,81.9,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2020,1,12.66018492176387,good,94.5,116.38906593406594,good,97.8,,insufficient,0.0,,insufficient,0.0,115.5136712328767,good,98.1,19.31268493150685,good,98.1,0.4542876712328767,good,98.1,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2020,2,12.006539196940729,good,75.1,149.5649186256781,good,79.5,,insufficient,0.0,,insufficient,0.0,193.35265392781318,good,67.7,18.11071556350626,good,80.3,0.7309242144177449,good,77.7,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2020,3,17.666031976744186,good,92.5,79.689375,good,92.5,,insufficient,0.0,,insufficient,0.0,12.989941944847605,good,92.6,10.551067503924648,good,85.6,0.31772133526850505,good,92.6,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2020,4,16.867093525179857,good,96.5,70.06211287988422,good,96.0,,insufficient,0.0,,insufficient,0.0,10.265194444444443,good,100.0,8.654526166902405,good,98.2,0.30772222222222223,good,100.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2020,5,21.82154986522911,good,99.7,69.40058108108109,good,99.5,,insufficient,0.0,,insufficient,0.0,10.413638814016172,good,99.7,8.007722371967656,good,99.7,0.16702156334231802,good,99.7,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2020,6,11.747601683029455,good,99.0,60.94207573632538,good,99.0,,insufficient,0.0,,insufficient,0.0,10.808895104895104,good,99.3,8.16716083916084,good,99.3,0.21092307692307694,good,99.3,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2020,7,14.988306451612901,good,100.0,58.5274193548387,good,100.0,,insufficient,0.0,,insufficient,0.0,10.87896505376344,good,100.0,8.48274193548387,good,100.0,0.19375,good,100.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2020,8,17.09972752043597,good,98.7,56.59353342428376,good,98.5,,insufficient,0.0,,insufficient,0.0,10.923896457765668,good,98.7,8.57991825613079,good,98.7,0.1890190735694823,good,98.7,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2020,9,20.4309014084507,good,98.6,62.43932394366197,good,98.6,,insufficient,0.0,,insufficient,0.0,10.471788732394366,good,98.6,9.267774647887324,good,98.6,0.27636619718309857,good,98.6,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2020,10,20.798978494623654,good,100.0,67.40084677419354,good,100.0,,insufficient,0.0,,insufficient,0.0,8.878763440860213,good,100.0,10.293508064516129,good,100.0,0.34301075268817205,good,100.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2020,11,17.733152777777775,good,100.0,65.05398611111112,good,100.0,,insufficient,0.0,,insufficient,0.0,7.296583333333333,good,100.0,8.413222222222222,good,100.0,0.2645555555555556,good,100.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2020,12,20.407267833109017,good,99.9,98.82332436069989,good,99.9,,insufficient,0.0,,insufficient,0.0,9.105908479138629,good,99.9,9.942382234185732,good,99.9,0.18468371467025568,good,99.9,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2021,1,25.434670255720054,good,99.9,99.84179245283019,good,99.7,,insufficient,0.0,,insufficient,0.0,18.72658142664872,good,99.9,21.6378465679677,good,99.9,0.26804845222072676,good,99.9,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2021,2,21.17214285714286,good,100.0,105.02211746522411,good,96.3,,insufficient,0.0,,insufficient,0.0,24.20471726190476,good,100.0,29.172638888888894,good,96.4,0.3010565476190476,good,100.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2021,3,21.938852901484484,good,99.6,90.3090135135135,good,99.5,,insufficient,0.0,,insufficient,0.0,34.892449528936744,good,99.9,39.530403768506055,good,99.9,0.29947510094212654,good,99.9,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2021,4,21.820906344410876,sparse,46.0,96.69177710843374,sparse,46.1,,insufficient,0.0,,insufficient,0.0,20.312921686746986,sparse,46.1,14.713915662650601,sparse,46.1,0.42186746987951806,sparse,46.1,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2021,5,23.937960618846695,good,95.6,70.2068776371308,good,95.6,,insufficient,0.0,,insufficient,0.0,17.782165963431783,good,95.6,7.845752461322081,good,95.6,0.5506188466947961,good,95.6,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2021,6,22.191809256661994,good,99.0,74.40366058906031,good,99.0,,insufficient,0.0,,insufficient,0.0,20.774474053295933,good,99.0,16.037798036465638,good,99.0,0.21579242636746146,good,99.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2021,7,24.94187142857143,good,94.1,75.51159999999999,good,94.1,,insufficient,0.0,,insufficient,0.0,20.872214285714286,good,94.1,18.518314285714286,good,94.1,0.19699999999999998,good,94.1,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2021,8,19.628363136176066,good,97.7,53.977867950481425,good,97.7,,insufficient,0.0,,insufficient,0.0,20.208927097661622,good,97.7,18.276423658872076,good,97.7,0.1591334250343879,good,97.7,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2021,9,16.64700557103064,good,99.7,47.640055710306406,good,99.7,,insufficient,0.0,,insufficient,0.0,14.465501392757663,good,99.7,11.820445682451254,good,99.7,0.13658774373259053,good,99.7,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2021,10,19.966727272727272,good,96.1,63.05022377622378,good,96.1,,insufficient,0.0,,insufficient,0.0,21.072628650904036,good,96.6,17.25727399165508,good,96.6,0.17297635605006953,good,96.6,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2021,11,23.778296089385478,good,99.4,74.29307262569831,good,99.4,,insufficient,0.0,,insufficient,0.0,22.230543175487462,good,99.7,18.110584958217274,good,99.7,0.2126183844011142,good,99.7,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2021,12,21.44127478753541,good,94.9,66.08116147308782,good,94.9,,insufficient,0.0,,insufficient,0.0,11.615845070422536,good,95.4,9.485796897038082,good,95.3,0.21052112676056337,good,95.4,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2022,1,20.334898550724642,good,92.7,56.15094202898551,good,92.7,,insufficient,0.0,,insufficient,0.0,4.4628530259365995,good,93.3,3.7892784992785,good,93.1,0.2057492795389049,good,93.3,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2022,2,19.54143950995406,good,97.2,57.58344563552833,good,97.2,,insufficient,0.0,,insufficient,0.0,19.81437125748503,good,99.4,16.1925,good,99.4,0.1916467065868263,good,99.4,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2022,3,16.622140845070422,good,95.4,60.429225352112674,good,95.4,,insufficient,0.0,,insufficient,0.0,14.691020979020982,good,96.1,12.050013986013987,good,96.1,0.1912167832167832,good,96.1,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2022,4,14.276661585365853,good,91.1,64.90158536585366,good,91.1,,insufficient,0.0,,insufficient,0.0,11.28390243902439,good,91.1,9.848307926829268,good,91.1,0.19301829268292683,good,91.1,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2022,5,24.64266550522648,good,77.2,77.08294425087108,good,77.2,,insufficient,24.2,,insufficient,24.2,10.829094076655052,good,77.2,6.612508710801394,good,77.2,0.24081881533101043,good,77.2,,insufficient,0.0,,insufficient,24.2,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2022,6,25.06582510578279,good,98.5,65.97915373765868,good,98.5,3.918492176386913,good,97.6,23.831680555555554,good,100.0,15.504013888888888,good,100.0,5.096055555555556,good,100.0,0.32013888888888886,good,100.0,,insufficient,0.0,33.357708333333335,good,100.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2022,7,11.836275579809007,good,98.5,42.8181095890411,good,98.1,2.0352970297029707,good,81.5,13.583906752411574,good,83.6,9.674583333333334,good,90.3,3.453938172043011,good,100.0,0.19701612903225807,good,100.0,,insufficient,0.0,18.894879032258064,good,100.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2022,8,7.857350427350427,good,94.4,41.19627423822715,good,97.0,3.588333333333333,good,100.0,14.489784946236561,good,100.0,13.507916666666667,good,100.0,3.380483870967742,good,100.0,0.26978494623655913,good,100.0,,insufficient,0.0,12.630698924731183,good,100.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Satna,Madhya Pradesh,Madhya Pradesh,2022,9,11.277454031117397,good,98.2,33.068989751098094,good,94.9,5.4476797385620905,good,85.0,12.743022875816992,good,85.0,10.096274509803921,good,85.0,3.357069444444444,good,100.0,0.2356527777777778,good,100.0,,insufficient,0.0,13.342708333333333,good,100.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
