city,state,state_original,year,month,PM2.5 (ug/m3)_mean,PM2.5 (ug/m3)_flag,PM2.5 (ug/m3)_coverage_pct,PM10 (ug/m3)_mean,PM10 (ug/m3)_flag,PM10 (ug/m3)_coverage_pct,NO (ug/m3)_mean,NO (ug/m3)_flag,NO (ug/m3)_coverage_pct,NO2 (ug/m3)_mean,NO2 (ug/m3)_flag,NO2 (ug/m3)_coverage_pct,NOx (ppb)_mean,NOx (ppb)_flag,NOx (ppb)_coverage_pct,SO2 (ug/m3)_mean,SO2 (ug/m3)_flag,SO2 (ug/m3)_coverage_pct,CO (mg/m3)_mean,CO (mg/m3)_flag,CO (mg/m3)_coverage_pct,NH3 (ug/m3)_mean,NH3 (ug/m3)_flag,NH3 (ug/m3)_coverage_pct,Ozone (ug/m3)_mean,Ozone (ug/m3)_flag,Ozone (ug/m3)_coverage_pct,Benzene (ug/m3)_mean,Benzene (ug/m3)_flag,Benzene (ug/m3)_coverage_pct,WS (m/s)_mean,WS (m/s)_flag,WS (m/s)_coverage_pct,WD (degree)_mean,WD (degree)_flag,WD (degree)_coverage_pct,RH (%)_mean,RH (%)_flag,RH (%)_coverage_pct,AT (degree C)_mean,AT (degree C)_flag,AT (degree C)_coverage_pct,SR (W/mt2)_mean,SR (W/mt2)_flag,SR (W/mt2)_coverage_pct,RF (mm)_mean,RF (mm)_flag,RF (mm)_coverage_pct,BP (mmHg)_mean,BP (mmHg)_flag,BP (mmHg)_coverage_pct,Toluene (ug/m3)_mean,Toluene (ug/m3)_flag,Toluene (ug/m3)_coverage_pct,Eth-Benzene (ug/m3)_mean,Eth-Benzene (ug/m3)_flag,Eth-Benzene (ug/m3)_coverage_pct,MP-Xylene (ug/m3)_mean,MP-Xylene (ug/m3)_flag,MP-Xylene (ug/m3)_coverage_pct,O Xylene (ug/m3)_mean,O Xylene (ug/m3)_flag,O Xylene (ug/m3)_coverage_pct,Xylene (ug/m3)_mean,Xylene (ug/m3)_flag,Xylene (ug/m3)_coverage_pct,CH4 (ug/m3)_mean,CH4 (ug/m3)_flag,CH4 (ug/m3)_coverage_pct,NMHC (ug/m3)_mean,NMHC (ug/m3)_flag,NMHC (ug/m3)_coverage_pct,THC (ug/m3)_mean,THC (ug/m3)_flag,THC (ug/m3)_coverage_pct,CO2 (mg/m3)_mean,CO2 (mg/m3)_flag,CO2 (mg/m3)_coverage_pct,HCHO (ug/m3)_mean,HCHO (ug/m3)_flag,HCHO (ug/m3)_coverage_pct,Hg (ug/m3)_mean,Hg (ug/m3)_flag,Hg (ug/m3)_coverage_pct,SPM (ug/m3)_mean,SPM (ug/m3)_flag,SPM (ug/m3)_coverage_pct,data_quality_tier,actual_data_years,data_first_year,data_last_year,n_stations
Gorakhpur,Uttar Pradesh,Uttar Pradesh,2022,4,32.35440922190202,good,96.4,68.36390516039052,good,99.6,2.6562916666666667,good,100.0,1.5174166666666666,good,100.0,4956.25,good,100.0,27.528958333333332,good,100.0,0.47805555555555557,good,100.0,11.446958333333335,good,100.0,29.864089012517383,good,99.9,0.0,good,100.0,1.624986111111111,good,100.0,131.67616666666666,good,100.0,46.23731944444444,good,100.0,33.132305555555554,good,100.0,0.0,good,100.0,1.388888888888889e-05,good,100.0,745.8582777777777,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,3,2021,2023,1
Gorakhpur,Uttar Pradesh,Uttar Pradesh,2022,5,16.593204508856683,good,83.5,34.63460490463215,good,98.7,2.5189367429340512,good,99.9,1.5116958277254375,good,99.9,4762.284946236559,good,100.0,31.70199192462988,good,99.9,0.3460215053763441,good,100.0,8.219300134589503,good,99.9,38.18942126514132,good,99.9,0.0,good,100.0,1.9670026881720428,good,100.0,91.92979838709677,good,100.0,55.481115591397845,good,100.0,32.88580645161291,good,100.0,0.0,good,100.0,0.00010752688172043011,good,100.0,743.6165188172043,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,3,2021,2023,1
Gorakhpur,Uttar Pradesh,Uttar Pradesh,2022,6,16.100879765395895,good,94.7,33.42743401759531,good,94.7,2.5827542372881354,good,98.3,1.5185310734463275,good,98.3,4863.85593220339,good,98.3,35.7280790960452,good,98.3,0.34772598870056504,good,98.3,3.037906295754027,good,94.9,35.66312146892655,good,98.3,0.0,good,98.3,1.7834745762711866,good,98.3,99.56070621468928,good,98.3,62.07281073446328,good,98.3,34.16546610169492,good,98.3,0.0,good,98.3,0.000748587570621469,good,98.3,742.1817372881357,good,98.3,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,3,2021,2023,1
Gorakhpur,Uttar Pradesh,Uttar Pradesh,2022,7,10.162963503649635,good,92.1,19.778998569384836,good,94.0,2.587465373961219,good,97.0,1.5276869806094182,good,97.0,4731.639784946236,good,100.0,37.08729838709677,good,100.0,0.19413978494623654,good,100.0,1.2144837340876946,good,95.0,22.246693548387096,good,100.0,0.0,good,100.0,1.8142473118279572,good,100.0,84.17186827956989,good,100.0,69.61758064516128,good,100.0,33.102674731182795,good,100.0,0.0,good,100.0,0.0016801075268817205,good,100.0,743.322688172043,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,3,2021,2023,1
Gorakhpur,Uttar Pradesh,Uttar Pradesh,2022,8,21.035820689655175,good,97.4,33.3365671641791,good,99.1,2.63125,good,100.0,1.4898521505376345,good,100.0,4902.365591397849,good,100.0,35.67168010752688,good,100.0,0.2184274193548387,good,100.0,1.1957309941520469,good,69.0,21.331290322580646,good,100.0,0.0,good,100.0,1.7176209677419356,good,100.0,103.63995967741936,good,100.0,71.89579301075268,good,100.0,32.409731182795696,good,100.0,0.0,good,100.0,0.0034005376344086024,good,100.0,743.5340860215053,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,3,2021,2023,1
Gorakhpur,Uttar Pradesh,Uttar Pradesh,2022,9,25.513837209302327,good,95.6,37.895043604651164,good,95.6,2.609263888888889,good,100.0,1.5009999999999997,good,100.0,4880.916666666667,good,100.0,38.72654166666667,good,100.0,0.29133333333333333,good,100.0,0.8577697841726619,good,57.9,17.191958333333332,good,100.0,0.0,good,100.0,1.346763888888889,good,100.0,107.40380555555554,good,100.0,77.13625,good,100.0,30.817083333333333,good,100.0,0.0,good,100.0,0.002125,good,100.0,745.872,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,3,2021,2023,1
Gorakhpur,Uttar Pradesh,Uttar Pradesh,2022,10,51.89104602510461,good,96.4,75.36177441540578,good,97.7,2.5321908602150534,good,100.0,1.5123118279569892,good,100.0,4796.344086021505,good,100.0,39.69452956989247,good,100.0,0.5755645161290323,good,100.0,3.711906976744186,good,86.7,16.75352941176471,good,98.3,0.0,good,100.0,0.9047043010752689,good,100.0,149.5115994623656,good,100.0,71.53474462365593,good,100.0,28.425389784946233,good,100.0,0.0,good,100.0,0.0010080645161290324,good,100.0,749.1522177419355,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,3,2021,2023,1
Gorakhpur,Uttar Pradesh,Uttar Pradesh,2022,11,63.90086383601757,good,94.9,135.24711988304094,good,95.0,2.6431424581005585,good,99.4,1.4984776536312847,good,99.4,4913.513888888889,good,100.0,37.89025139664805,good,99.4,1.1349861111111113,good,100.0,9.370405027932962,good,99.4,19.840147275405005,good,94.3,0.0,good,100.0,0.5883613445378152,good,99.2,146.6189775910364,good,99.2,65.67079608938548,good,99.4,23.94013966480447,good,99.4,0.0,good,100.0,1.388888888888889e-05,good,100.0,749.9619273743017,good,99.4,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,3,2021,2023,1
Gorakhpur,Uttar Pradesh,Uttar Pradesh,2022,12,65.09855932203389,good,95.2,136.08758522727274,good,94.6,2.5653897849462366,good,100.0,1.5269623655913978,good,100.0,4860.819892473119,good,100.0,37.82470430107527,good,100.0,1.2700672043010752,good,100.0,12.657567204301074,good,100.0,16.07228848821082,good,96.9,0.4141263440860215,good,100.0,0.6676344086021505,good,100.0,162.87434139784946,good,100.0,68.59858870967743,good,100.0,19.737782258064517,good,100.0,0.0,good,100.0,0.0,good,100.0,749.9930913978496,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,3,2021,2023,1
Gorakhpur,Uttar Pradesh,Uttar Pradesh,2023,1,59.91269553072625,good,96.2,133.37995967741935,good,100.0,2.5899327956989247,good,100.0,1.5607526881720428,good,100.0,4923.185483870968,good,100.0,40.80735215053764,good,100.0,1.2039919354838708,good,100.0,15.54284946236559,good,100.0,10.42244623655914,good,100.0,0.7220295698924732,good,100.0,0.9225268817204302,good,100.0,202.525685483871,good,100.0,73.36853494623657,good,100.0,16.625604838709677,good,100.0,0.0,good,100.0,4.032258064516129e-05,good,100.0,750.0,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,3,2021,2023,1
Gorakhpur,Uttar Pradesh,Uttar Pradesh,2023,2,41.7285930408472,good,98.4,115.18126126126127,good,99.1,2.56483630952381,good,100.0,1.5253273809523809,good,100.0,4854.166666666667,good,100.0,44.10675595238095,good,100.0,0.8092261904761904,good,100.0,13.245550595238099,good,100.0,10.56558867362146,good,99.9,0.4854761904761905,good,100.0,0.9063392857142857,good,100.0,165.37229166666665,good,100.0,64.63206845238095,good,100.0,22.19388392857143,good,100.0,0.0,good,100.0,0.0,good,100.0,749.8807142857144,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,3,2021,2023,1
Gorakhpur,Uttar Pradesh,Uttar Pradesh,2023,3,43.739028169014084,good,95.4,78.72824438202248,good,95.7,2.671787634408602,good,100.0,1.5301612903225807,good,100.0,4994.059139784947,good,100.0,47.146518817204296,good,100.0,0.5616935483870968,good,100.0,10.413104838709678,good,100.0,13.26831989247312,good,100.0,0.3372715053763441,good,100.0,1.1594623655913978,good,100.0,178.6221639784946,good,100.0,54.47487903225806,good,100.0,27.05185483870968,good,100.0,0.0,good,100.0,0.00020161290322580648,good,100.0,749.1385349462366,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,3,2021,2023,1
