city,state,state_original,year,month,PM2.5 (ug/m3)_mean,PM2.5 (ug/m3)_flag,PM2.5 (ug/m3)_coverage_pct,PM10 (ug/m3)_mean,PM10 (ug/m3)_flag,PM10 (ug/m3)_coverage_pct,NO (ug/m3)_mean,NO (ug/m3)_flag,NO (ug/m3)_coverage_pct,NO2 (ug/m3)_mean,NO2 (ug/m3)_flag,NO2 (ug/m3)_coverage_pct,NOx (ppb)_mean,NOx (ppb)_flag,NOx (ppb)_coverage_pct,SO2 (ug/m3)_mean,SO2 (ug/m3)_flag,SO2 (ug/m3)_coverage_pct,CO (mg/m3)_mean,CO (mg/m3)_flag,CO (mg/m3)_coverage_pct,NH3 (ug/m3)_mean,NH3 (ug/m3)_flag,NH3 (ug/m3)_coverage_pct,Ozone (ug/m3)_mean,Ozone (ug/m3)_flag,Ozone (ug/m3)_coverage_pct,Benzene (ug/m3)_mean,Benzene (ug/m3)_flag,Benzene (ug/m3)_coverage_pct,Toluene (ug/m3)_mean,Toluene (ug/m3)_flag,Toluene (ug/m3)_coverage_pct,Eth-Benzene (ug/m3)_mean,Eth-Benzene (ug/m3)_flag,Eth-Benzene (ug/m3)_coverage_pct,MP-Xylene (ug/m3)_mean,MP-Xylene (ug/m3)_flag,MP-Xylene (ug/m3)_coverage_pct,O Xylene (ug/m3)_mean,O Xylene (ug/m3)_flag,O Xylene (ug/m3)_coverage_pct,WS (m/s)_mean,WS (m/s)_flag,WS (m/s)_coverage_pct,WD (degree)_mean,WD (degree)_flag,WD (degree)_coverage_pct,RH (%)_mean,RH (%)_flag,RH (%)_coverage_pct,AT (degree C)_mean,AT (degree C)_flag,AT (degree C)_coverage_pct,RF (mm)_mean,RF (mm)_flag,RF (mm)_coverage_pct,BP (mmHg)_mean,BP (mmHg)_flag,BP (mmHg)_coverage_pct,Xylene (ug/m3)_mean,Xylene (ug/m3)_flag,Xylene (ug/m3)_coverage_pct,SR (W/mt2)_mean,SR (W/mt2)_flag,SR (W/mt2)_coverage_pct,CH4 (ug/m3)_mean,CH4 (ug/m3)_flag,CH4 (ug/m3)_coverage_pct,NMHC (ug/m3)_mean,NMHC (ug/m3)_flag,NMHC (ug/m3)_coverage_pct,THC (ug/m3)_mean,THC (ug/m3)_flag,THC (ug/m3)_coverage_pct,CO2 (mg/m3)_mean,CO2 (mg/m3)_flag,CO2 (mg/m3)_coverage_pct,HCHO (ug/m3)_mean,HCHO (ug/m3)_flag,HCHO (ug/m3)_coverage_pct,Hg (ug/m3)_mean,Hg (ug/m3)_flag,Hg (ug/m3)_coverage_pct,SPM (ug/m3)_mean,SPM (ug/m3)_flag,SPM (ug/m3)_coverage_pct,data_quality_tier,actual_data_years,data_first_year,data_last_year,n_stations
Ajmer,Rajasthan,Rajasthan,2021,3,53.11664364640884,good,97.3,119.57300411522634,good,98.0,7.212942779291552,good,98.7,31.468106267029974,good,98.7,38.63482288828338,good,98.7,8.282595108695652,good,98.9,0.6536277173913043,good,98.9,19.066180081855393,good,98.5,49.10274932614555,good,99.7,5.058943758573388,good,98.0,7.010699588477366,good,98.0,0.9063920454545453,good,94.6,,insufficient,0.0,,insufficient,0.0,0.8627150537634409,good,100.0,170.03084677419355,good,100.0,22.475551075268815,good,100.0,28.43935483870968,good,100.0,0.0012768817204301078,good,100.0,721.0008467741934,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ajmer,Rajasthan,Rajasthan,2021,4,52.99286318758814,good,98.5,113.02347025495752,good,98.1,3.364269503546099,good,97.9,25.061657223796033,good,98.1,28.408626062322945,good,98.1,9.117551020408163,good,95.3,0.5419718309859154,good,98.6,19.056586402266287,good,98.1,61.29710489510491,good,99.3,4.043157142857143,good,97.2,5.633814285714285,good,97.2,0.5341706161137441,good,87.9,,insufficient,0.0,,insufficient,0.0,0.9039748953974895,good,99.6,169.61647140864716,good,99.6,34.523221757322176,good,99.6,31.9278940027894,good,99.6,0.0,good,99.6,721.6210878661088,good,99.6,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ajmer,Rajasthan,Rajasthan,2021,5,41.21245714285715,good,94.1,88.67034188034188,good,94.4,1.825355113636364,good,94.6,17.550613668061366,good,96.4,19.1965829846583,good,96.4,10.9656,good,94.1,0.5314958448753463,good,97.0,26.660418410041842,good,96.4,54.97195561719833,good,96.9,0.8811715481171547,good,96.4,0.9989400278940026,good,96.4,0.32721448467966574,sparse,48.3,,insufficient,0.0,,insufficient,0.0,1.0453232462173316,good,97.7,189.66138927097663,good,97.7,47.322537931034475,good,97.4,32.14933975240715,good,97.7,0.06066024759284731,good,97.7,722.7800275862069,good,97.4,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ajmer,Rajasthan,Rajasthan,2021,6,35.04281341107872,good,95.3,79.71039999999999,good,97.2,2.5093741109530585,good,97.6,17.406193181818182,good,97.8,19.89494318181818,good,97.8,15.218291605301916,good,94.3,0.6478059071729958,good,98.8,13.776732954545453,good,97.8,47.728573426573426,good,99.3,0.19426345609065157,good,98.1,0.5080878186968838,good,98.1,0.09201877934272301,sparse,29.6,,insufficient,0.0,,insufficient,0.0,1.1793715083798884,good,99.4,235.11058659217875,good,99.4,51.31327556325823,good,80.1,33.154323570432354,good,99.6,0.07361227336122733,good,99.6,716.25,good,99.6,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ajmer,Rajasthan,Rajasthan,2021,7,36.09525787965616,good,93.8,70.90947960618847,good,95.6,2.161390449438202,good,95.7,13.775758426966293,good,95.7,15.889019607843135,good,96.0,15.8257304964539,good,94.8,0.611508916323731,good,98.0,10.78338008415147,good,95.8,30.632047026279395,good,97.2,0.12285322359396433,good,98.0,0.34464285714285714,good,97.8,,insufficient,15.5,,insufficient,0.0,,insufficient,0.0,1.0345604395604397,good,97.8,247.44137362637363,good,97.8,57.76679836512262,good,98.7,30.641239782016346,good,98.7,0.031702997275204356,good,98.7,717.3587465940055,good,98.7,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ajmer,Rajasthan,Rajasthan,2021,8,36.878675034867506,good,96.4,79.70636111111111,good,96.8,2.6654253835425386,good,96.4,13.161683453237409,good,93.4,15.314867503486749,good,96.4,19.897618384401113,good,96.5,0.6832108843537414,good,98.8,13.014476987447697,good,96.4,24.2183242506812,good,98.7,1.287767253044655,good,99.3,0.9974390243902439,good,99.2,0.5178370370370372,good,90.7,,insufficient,0.0,,insufficient,0.0,1.1155601659751038,good,97.2,128.22591160220995,good,97.3,58.31376184032476,good,99.3,29.0963599458728,good,99.3,0.06745257452574525,good,99.2,716.8190663058188,good,99.3,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ajmer,Rajasthan,Rajasthan,2021,9,30.177532258064517,good,86.1,63.41895238095238,good,87.5,3.515569422776911,good,89.0,12.933972179289027,good,89.9,16.34998454404946,good,89.9,13.720640624999998,good,88.9,0.7338212634822804,good,90.1,18.844250386398762,good,89.9,22.261470137825423,good,90.7,0.8755487804878049,good,91.1,1.4097560975609755,good,91.1,0.8875457317073171,good,91.1,,insufficient,0.0,,insufficient,0.0,0.617618320610687,good,91.0,66.87085365853659,good,91.1,76.77182926829269,good,91.1,27.77138508371385,good,91.2,0.393896499238965,good,91.2,714.9497103658537,good,91.1,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ajmer,Rajasthan,Rajasthan,2021,10,48.64321985815603,good,94.8,97.58936886395512,good,95.8,7.180152990264255,good,96.6,25.549499304589702,good,96.6,32.71753824756607,good,96.6,13.877377279102383,good,95.8,0.8121823204419889,good,97.3,17.362475660639777,good,96.6,28.805624142661173,good,98.0,2.6169767441860463,good,98.3,3.119999999999999,good,98.0,1.6031197771587744,good,96.5,,insufficient,0.0,,insufficient,0.0,0.3863847203274216,good,98.5,35.83733969986357,good,98.5,51.44758526603002,good,98.5,25.810013642564805,good,98.5,0.0,good,98.5,724.0578990450206,good,98.5,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ajmer,Rajasthan,Rajasthan,2021,11,57.62260431654675,good,96.5,115.95358789625361,good,96.4,8.10047619047619,good,99.2,38.956072931276296,good,99.0,46.99039215686275,good,99.2,13.6337587657784,good,99.0,1.1749025069637884,good,99.7,45.673655462184875,good,99.2,36.25558495821727,good,99.7,6.584805013927576,good,99.7,6.604846796657381,good,99.7,1.3149773071104387,good,91.8,,insufficient,0.0,,insufficient,0.0,0.2905,good,100.0,34.81789986091794,good,99.9,42.89859722222223,good,100.0,20.409166666666668,good,100.0,0.0,good,100.0,723.9681944444444,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ajmer,Rajasthan,Rajasthan,2021,12,53.10073919107392,good,96.4,110.43069348127601,good,96.9,8.170123456790124,good,98.0,29.573013698630135,good,98.1,37.74783561643835,good,98.1,14.796462585034016,good,98.8,1.0356037991858889,good,99.1,66.5488493150685,good,98.1,39.44347411444142,good,98.7,8.565047879616964,good,98.3,6.094309165526675,good,98.3,1.549893939393939,good,88.7,,insufficient,0.0,,insufficient,0.0,0.318887381275441,good,99.1,33.11887381275441,good,99.1,52.28449591280654,good,98.7,16.15697421981004,good,99.1,0.0,good,99.1,724.8033242876526,good,99.1,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ajmer,Rajasthan,Rajasthan,2022,1,53.331104294478536,good,87.6,104.87546564885496,good,88.0,7.802388489208633,good,93.4,22.517956834532374,good,93.4,30.323769784172658,good,93.4,11.266131805157594,good,93.8,0.9220086083213773,good,93.7,100.58709352517985,good,93.4,32.31261802575107,good,94.0,3.6597841726618707,good,93.4,3.6106474820143886,good,93.4,1.1875304347826086,good,77.3,,insufficient,0.0,,insufficient,0.0,0.4283261802575107,good,94.0,32.3765,good,94.1,66.77328571428572,good,94.1,14.209800000000001,good,94.1,0.0,good,94.1,728.9892571428572,good,94.1,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ajmer,Rajasthan,Rajasthan,2022,2,51.152299035369765,good,92.6,110.82225755166931,good,93.6,8.451984848484848,good,98.2,22.762045454545454,good,98.2,31.20684848484848,good,98.2,13.603787425149697,good,99.4,0.7177578475336323,good,99.6,132.61910606060607,good,98.2,27.97107462686567,good,99.7,3.7924132730015083,good,98.7,3.875505279034691,good,98.7,0.7682163187855788,good,78.4,,insufficient,0.0,,insufficient,0.0,0.6587648809523811,good,100.0,138.90818452380952,good,100.0,37.66253353204173,good,99.9,19.701607142857142,good,100.0,0.0,good,100.0,733.6587946428571,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ajmer,Rajasthan,Rajasthan,2022,3,49.07952517985612,good,93.4,115.06637931034483,good,93.5,9.443241379310345,good,97.4,25.717030386740333,good,97.3,35.15281379310345,good,97.4,15.16217808219178,good,98.1,0.7746811397557667,good,99.1,97.75383448275862,good,97.4,31.2293487109905,good,99.1,0.8798770491803278,good,98.4,2.01922131147541,good,98.4,0.15637096774193548,good,66.7,,insufficient,0.0,,insufficient,0.0,1.3269282814614343,good,99.3,132.79453315290934,good,99.3,26.493031123139374,good,99.3,27.60044654939107,good,99.3,0.0,good,99.3,732.3365899864682,good,99.3,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ajmer,Rajasthan,Rajasthan,2022,4,57.070744849445326,good,87.6,122.13015197568389,good,91.4,10.031816838995569,good,94.0,28.30155096011817,good,94.0,38.36788774002954,good,94.0,16.33321375186846,good,92.9,0.8106550218340611,good,95.4,41.58070901033973,good,94.0,35.66548387096774,good,94.7,1.2235043988269796,good,94.7,3.0539002932551322,good,94.7,0.46617702448210924,good,73.8,,insufficient,0.0,,insufficient,0.0,1.3712354651162793,good,95.6,116.15995645863569,good,95.7,17.752206095791003,good,95.7,33.224586357039186,good,95.7,0.0,good,95.7,724.7595936139332,good,95.7,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ajmer,Rajasthan,Rajasthan,2022,5,72.39775280898876,good,95.7,158.45838214783822,good,96.4,6.531448087431695,good,98.4,19.091309686221006,good,98.5,25.626648501362396,good,98.7,16.521789772727274,good,94.6,0.6209357541899442,good,96.2,27.03,good,98.7,40.10157394843962,good,99.1,1.1943013698630136,good,98.1,1.163041095890411,good,98.1,0.19974719101123592,sparse,47.8,,insufficient,0.0,,insufficient,0.0,1.635843195266272,good,90.9,95.79306213017752,good,90.9,28.923578231292513,good,98.8,35.12068918918919,good,99.5,0.0,good,99.5,720.3437027027028,good,99.5,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ajmer,Rajasthan,Rajasthan,2022,6,61.15912541254126,good,84.2,116.51570731707318,good,85.4,5.238771428571429,good,97.2,19.19471942446043,good,96.5,24.117042857142856,good,97.2,21.952397058823532,good,94.4,0.6590449438202247,good,98.9,28.537671428571432,good,97.2,37.43609859154929,good,98.6,1.5895358649789026,good,98.8,1.906047819971871,good,98.8,1.7537300177619892,good,78.2,,insufficient,0.0,,insufficient,0.0,2.0730410183875527,good,98.2,124.52200848656294,good,98.2,42.00867540029112,good,95.4,33.41915730337078,good,98.9,0.0,good,99.0,715.4784852734922,good,99.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ajmer,Rajasthan,Rajasthan,2022,7,33.965587349397595,good,89.2,92.52444947209653,good,89.1,3.171696065128901,good,99.1,31.74025710419486,good,99.3,34.83047361299053,good,99.3,30.08821693907875,good,90.5,0.6950886766712142,good,98.5,51.8993098782138,good,99.3,26.533081081081075,good,99.5,1.0416351351351352,good,99.5,1.1757297297297298,good,99.5,1.2925135135135135,good,99.5,,insufficient,0.0,,insufficient,0.0,3.0091216216216217,good,99.5,168.6606216216216,good,99.5,81.90905861456483,good,75.7,28.547445945945945,good,99.5,0.07047297297297297,good,99.5,715.3622702702702,good,99.5,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ajmer,Rajasthan,Rajasthan,2022,8,36.96777265745007,good,87.5,96.12703816793893,good,88.0,5.583086770981508,good,94.5,34.16605974395448,good,94.5,39.72024182076814,good,94.5,15.374356005788712,good,92.9,0.7146883852691218,good,94.9,47.19613086770981,good,94.5,20.611878531073444,good,95.2,1.419507735583685,good,95.6,2.0589170182841072,good,95.6,1.4741209563994373,good,95.6,,insufficient,0.0,,insufficient,0.0,1.8132348804500704,good,95.6,118.9906188466948,good,95.6,86.51735714285715,good,94.1,27.52753867791843,good,95.6,0.05907172995780591,good,95.6,706.9839943741209,good,95.6,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ajmer,Rajasthan,Rajasthan,2022,9,37.37890939597316,good,82.8,88.70012965964342,good,85.7,5.6809143686502175,good,95.7,15.028866279069769,good,95.6,20.52892908827786,good,96.0,24.440701219512192,good,91.1,0.6787445887445888,good,96.2,15.64612809315866,good,95.4,29.89471181556196,good,96.4,1.4396848137535818,good,96.9,2.0693409742120346,good,96.9,1.472406876790831,good,96.9,,insufficient,0.0,,insufficient,0.0,1.1220946915351506,good,96.8,109.15916905444126,good,96.9,69.99316618911175,good,96.9,29.06587392550143,good,96.9,0.0078080229226361025,good,96.9,711.0758739255014,good,96.9,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ajmer,Rajasthan,Rajasthan,2022,10,48.98612903225806,good,87.5,115.00348872180452,good,89.4,9.162258953168044,good,97.6,25.361280991735537,good,97.6,33.95387895460798,good,97.7,14.72826147426982,good,96.6,0.6937123287671234,good,98.1,36.86378787878788,good,97.6,25.847756497948016,good,98.3,1.8635294117647057,good,98.3,2.0088508891928867,good,98.3,1.6773050615595078,good,98.3,,insufficient,0.0,,insufficient,0.0,1.1643013698630136,good,98.1,130.93819425444596,good,98.3,50.97459644322846,good,98.3,26.13608755129959,good,98.3,0.0023939808481532147,good,98.3,715.0525991792066,good,98.3,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ajmer,Rajasthan,Rajasthan,2022,11,55.934596541786746,good,96.4,116.26971264367816,good,96.7,12.927307152875175,good,99.0,33.60772791023843,good,99.0,46.464726507713884,good,99.0,12.519736456808198,good,94.9,0.8215104895104895,good,99.3,60.53288920056101,good,99.0,23.517545327754537,good,99.6,1.3457858136300418,good,99.9,1.6879554937413075,good,99.9,2.3092767732962445,good,99.9,,insufficient,0.0,,insufficient,0.0,1.2493333333333334,good,100.0,131.86045833333333,good,100.0,47.66313888888889,good,100.0,21.50701388888889,good,100.0,0.0,good,100.0,717.1815555555556,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ajmer,Rajasthan,Rajasthan,2022,12,62.07950953678474,good,98.7,123.26545702592088,good,98.5,15.727014925373137,good,99.1,31.87282225237449,good,99.1,47.461614654002716,good,99.1,18.943961218836566,good,97.0,0.8419433198380568,good,99.6,94.6956987788331,good,99.1,18.92741239892183,good,99.7,1.6426612903225808,good,100.0,2.57111559139785,good,100.0,2.4586693548387095,good,100.0,,insufficient,0.0,,insufficient,0.0,1.187029569892473,good,100.0,142.82240591397849,good,100.0,55.587889784946235,good,100.0,17.036908602150536,good,100.0,0.0,good,100.0,717.5173790322581,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ajmer,Rajasthan,Rajasthan,2023,1,55.154561891516,good,96.6,112.1564,good,97.4,8.792019363762103,good,97.2,25.585331491712704,good,97.3,34.3214226519337,good,97.3,16.1589010989011,good,97.8,0.676474622770919,good,98.0,85.8692817679558,good,97.3,24.387062841530057,good,98.4,0.9804341926729986,good,99.1,1.713405698778833,good,99.1,1.4444233378561737,good,99.1,,insufficient,0.0,,insufficient,0.0,1.1663945578231292,good,98.8,147.59757123473543,good,99.1,56.06500678426052,good,99.1,14.868724559023066,good,99.1,0.012157394843962006,good,99.1,718.6556987788331,good,99.1,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ajmer,Rajasthan,Rajasthan,2023,2,56.2471472392638,good,97.0,106.64941896024465,good,97.3,13.40703927492447,good,98.5,24.77083081570997,good,98.5,38.05052870090634,good,98.5,19.86379416282642,good,96.9,0.615897435897436,good,98.7,44.324743202416926,good,98.5,47.01954887218045,good,99.0,1.5786798179059183,good,98.1,2.5875417298937786,good,98.1,1.1889594356261022,good,84.4,,insufficient,0.0,,insufficient,0.0,1.3357271364317842,good,99.3,141.64953523238378,good,99.3,42.8944827586207,good,99.3,21.834317841079464,good,99.3,0.0,good,99.3,717.0367166416792,good,99.3,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ajmer,Rajasthan,Rajasthan,2023,3,42.7664639321075,good,95.0,88.58195499296765,good,95.6,7.440884353741495,good,98.8,28.189673469387756,good,98.8,35.587986394557824,good,98.8,17.059017341040462,good,93.0,0.5295735900962861,good,97.7,18.10970068027211,good,98.8,63.579972789115644,good,98.8,0.6963265306122448,good,98.8,1.006843537414966,good,98.8,1.2674545454545456,sparse,44.4,,insufficient,0.0,,insufficient,0.0,1.697191780821918,good,98.1,104.53908093278463,good,98.0,45.328380952380954,good,98.8,24.499795918367344,good,98.8,0.015599455040871934,good,98.7,715.4230340136055,good,98.8,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
