city,state,state_original,year,month,PM2.5 (ug/m3)_mean,PM2.5 (ug/m3)_flag,PM2.5 (ug/m3)_coverage_pct,PM10 (ug/m3)_mean,PM10 (ug/m3)_flag,PM10 (ug/m3)_coverage_pct,NO (ug/m3)_mean,NO (ug/m3)_flag,NO (ug/m3)_coverage_pct,NO2 (ug/m3)_mean,NO2 (ug/m3)_flag,NO2 (ug/m3)_coverage_pct,NOx (ppb)_mean,NOx (ppb)_flag,NOx (ppb)_coverage_pct,SO2 (ug/m3)_mean,SO2 (ug/m3)_flag,SO2 (ug/m3)_coverage_pct,CO (mg/m3)_mean,CO (mg/m3)_flag,CO (mg/m3)_coverage_pct,NH3 (ug/m3)_mean,NH3 (ug/m3)_flag,NH3 (ug/m3)_coverage_pct,Ozone (ug/m3)_mean,Ozone (ug/m3)_flag,Ozone (ug/m3)_coverage_pct,Benzene (ug/m3)_mean,Benzene (ug/m3)_flag,Benzene (ug/m3)_coverage_pct,Toluene (ug/m3)_mean,Toluene (ug/m3)_flag,Toluene (ug/m3)_coverage_pct,Eth-Benzene (ug/m3)_mean,Eth-Benzene (ug/m3)_flag,Eth-Benzene (ug/m3)_coverage_pct,MP-Xylene (ug/m3)_mean,MP-Xylene (ug/m3)_flag,MP-Xylene (ug/m3)_coverage_pct,O Xylene (ug/m3)_mean,O Xylene (ug/m3)_flag,O Xylene (ug/m3)_coverage_pct,WS (m/s)_mean,WS (m/s)_flag,WS (m/s)_coverage_pct,WD (degree)_mean,WD (degree)_flag,WD (degree)_coverage_pct,RH (%)_mean,RH (%)_flag,RH (%)_coverage_pct,AT (degree C)_mean,AT (degree C)_flag,AT (degree C)_coverage_pct,Xylene (ug/m3)_mean,Xylene (ug/m3)_flag,Xylene (ug/m3)_coverage_pct,SR (W/mt2)_mean,SR (W/mt2)_flag,SR (W/mt2)_coverage_pct,RF (mm)_mean,RF (mm)_flag,RF (mm)_coverage_pct,BP (mmHg)_mean,BP (mmHg)_flag,BP (mmHg)_coverage_pct,CH4 (ug/m3)_mean,CH4 (ug/m3)_flag,CH4 (ug/m3)_coverage_pct,NMHC (ug/m3)_mean,NMHC (ug/m3)_flag,NMHC (ug/m3)_coverage_pct,THC (ug/m3)_mean,THC (ug/m3)_flag,THC (ug/m3)_coverage_pct,CO2 (mg/m3)_mean,CO2 (mg/m3)_flag,CO2 (mg/m3)_coverage_pct,HCHO (ug/m3)_mean,HCHO (ug/m3)_flag,HCHO (ug/m3)_coverage_pct,Hg (ug/m3)_mean,Hg (ug/m3)_flag,Hg (ug/m3)_coverage_pct,SPM (ug/m3)_mean,SPM (ug/m3)_flag,SPM (ug/m3)_coverage_pct,data_quality_tier,actual_data_years,data_first_year,data_last_year,n_stations
Kolar,Karnataka,Karnataka,2022,4,39.64636904761905,sparse,46.7,78.01330434782608,sparse,47.9,0.6427530364372469,sparse,34.3,8.067038123167155,sparse,47.4,4.325778567335243,sparse,48.5,46.01627507163323,sparse,48.5,,insufficient,0.0,2.8403160919540227,sparse,48.3,28.48136778115501,sparse,45.7,0.0,sparse,48.5,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,0.32550143266475645,sparse,48.5,10.891719197707737,sparse,48.5,55.209140401146136,sparse,48.5,28.421833810888252,sparse,48.5,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Kolar,Karnataka,Karnataka,2022,5,,insufficient,19.2,76.2443961352657,sparse,27.8,1.1930622009569378,sparse,28.1,11.56747899159664,sparse,32.0,6.595845504201681,sparse,32.0,45.941030042918456,sparse,31.3,,insufficient,0.0,4.917404255319148,sparse,31.6,22.901434599156115,sparse,31.9,0.0,sparse,32.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,0.36945378151260505,sparse,32.0,139.86243697478992,sparse,32.0,62.59386554621849,sparse,32.0,27.520672268907564,sparse,32.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Kolar,Karnataka,Karnataka,2022,6,,insufficient,0.0,,insufficient,0.4,,insufficient,0.4,,insufficient,0.4,,insufficient,0.4,,insufficient,0.4,,insufficient,0.0,,insufficient,0.4,,insufficient,0.0,,insufficient,0.4,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.4,,insufficient,0.4,,insufficient,0.4,,insufficient,0.4,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Kolar,Karnataka,Karnataka,2022,7,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Kolar,Karnataka,Karnataka,2022,8,,insufficient,0.0,,insufficient,0.0,,insufficient,0.8,,insufficient,0.8,,insufficient,0.8,,insufficient,0.4,,insufficient,0.0,,insufficient,0.8,,insufficient,0.8,,insufficient,0.8,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.8,,insufficient,0.8,,insufficient,0.8,,insufficient,0.8,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Kolar,Karnataka,Karnataka,2022,9,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Kolar,Karnataka,Karnataka,2022,10,,insufficient,0.0,98.99804545454545,sparse,29.6,,insufficient,23.0,20.23758620689655,sparse,31.2,11.621987844827586,sparse,31.2,43.07390350877192,sparse,30.6,,insufficient,0.0,3.205852534562211,sparse,29.2,23.074396551724135,sparse,31.2,0.0,sparse,31.2,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,0.3075,sparse,31.2,64.91913793103447,sparse,31.2,71.6985775862069,sparse,31.2,22.78771551724138,sparse,31.2,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Kolar,Karnataka,Karnataka,2022,11,,insufficient,1.4,103.2870045385779,good,91.8,3.0024199999999994,good,69.4,15.560879765395892,good,94.7,9.103221434846269,good,94.9,51.34059084194978,good,94.0,,insufficient,1.4,2.555208012326656,good,90.1,4.978418740849194,good,94.9,0.00951683748169839,good,94.9,,insufficient,0.0,,insufficient,1.2,,insufficient,1.2,,insufficient,0.0,0.3067789165446559,good,94.9,85.44642752562225,good,94.9,80.51420204978038,good,94.9,21.547467057101024,good,94.9,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Kolar,Karnataka,Karnataka,2022,12,,insufficient,0.0,116.49395638629282,sparse,43.1,2.655018587360595,sparse,36.2,16.873382352941178,sparse,45.7,9.86879117647059,sparse,45.7,,insufficient,11.0,,insufficient,0.0,2.7196261682242993,sparse,43.1,0.7903514376996805,sparse,42.1,0.0016176470588235296,sparse,45.7,,insufficient,0.0,,insufficient,0.4,,insufficient,0.5,,insufficient,0.0,0.31926470588235295,sparse,45.7,25.429382352941175,sparse,45.7,73.05432352941177,sparse,45.7,22.07305882352941,sparse,45.7,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Kolar,Karnataka,Karnataka,2023,1,,insufficient,0.0,112.10043333333334,sparse,40.3,,insufficient,16.8,11.859387096774194,sparse,41.7,6.652933258064516,sparse,41.7,,insufficient,0.0,,insufficient,0.0,3.071948051948052,sparse,41.4,,insufficient,19.2,0.0,sparse,41.5,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,0.3194498381877023,sparse,41.5,16.29970873786408,sparse,41.5,64.8763430420712,sparse,41.5,22.00860841423948,sparse,41.5,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Kolar,Karnataka,Karnataka,2023,2,,insufficient,0.0,136.07562682215743,good,51.0,6.267142857142857,sparse,30.2,19.617929411764703,good,63.2,11.697167858823532,good,63.2,,insufficient,0.0,,insufficient,0.0,3.344380952380952,good,62.5,0.37901197604790415,sparse,49.7,0.0,good,63.2,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,0.31134117647058823,good,63.2,5.348658823529412,good,63.2,53.47677647058823,good,63.2,23.52842352941176,good,63.2,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Kolar,Karnataka,Karnataka,2023,3,46.08176623376623,good,51.7,100.08423001949318,good,69.0,10.62042226487524,good,70.0,13.992267857142858,good,75.3,12.631096125000001,good,75.3,37.6327967806841,good,66.8,,insufficient,0.0,11.099193548387097,good,75.0,27.186193895870733,good,74.9,0.21330948121645799,good,75.1,,insufficient,0.0,1.2976659959758552,good,66.8,2.665472837022133,good,66.8,,insufficient,0.0,0.3143291592128802,good,75.1,17.42944543828265,good,75.1,58.03611806797853,good,75.1,25.03527728085868,good,75.1,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
