city,state,state_original,year,month,PM2.5 (ug/m3)_mean,PM2.5 (ug/m3)_flag,PM2.5 (ug/m3)_coverage_pct,PM10 (ug/m3)_mean,PM10 (ug/m3)_flag,PM10 (ug/m3)_coverage_pct,NO (ug/m3)_mean,NO (ug/m3)_flag,NO (ug/m3)_coverage_pct,NO2 (ug/m3)_mean,NO2 (ug/m3)_flag,NO2 (ug/m3)_coverage_pct,NOx (ppb)_mean,NOx (ppb)_flag,NOx (ppb)_coverage_pct,SO2 (ug/m3)_mean,SO2 (ug/m3)_flag,SO2 (ug/m3)_coverage_pct,CO (mg/m3)_mean,CO (mg/m3)_flag,CO (mg/m3)_coverage_pct,NH3 (ug/m3)_mean,NH3 (ug/m3)_flag,NH3 (ug/m3)_coverage_pct,Ozone (ug/m3)_mean,Ozone (ug/m3)_flag,Ozone (ug/m3)_coverage_pct,Benzene (ug/m3)_mean,Benzene (ug/m3)_flag,Benzene (ug/m3)_coverage_pct,Toluene (ug/m3)_mean,Toluene (ug/m3)_flag,Toluene (ug/m3)_coverage_pct,Eth-Benzene (ug/m3)_mean,Eth-Benzene (ug/m3)_flag,Eth-Benzene (ug/m3)_coverage_pct,WS (m/s)_mean,WS (m/s)_flag,WS (m/s)_coverage_pct,WD (degree)_mean,WD (degree)_flag,WD (degree)_coverage_pct,RH (%)_mean,RH (%)_flag,RH (%)_coverage_pct,AT (degree C)_mean,AT (degree C)_flag,AT (degree C)_coverage_pct,BP (mmHg)_mean,BP (mmHg)_flag,BP (mmHg)_coverage_pct,MP-Xylene (ug/m3)_mean,MP-Xylene (ug/m3)_flag,MP-Xylene (ug/m3)_coverage_pct,O Xylene (ug/m3)_mean,O Xylene (ug/m3)_flag,O Xylene (ug/m3)_coverage_pct,Xylene (ug/m3)_mean,Xylene (ug/m3)_flag,Xylene (ug/m3)_coverage_pct,SR (W/mt2)_mean,SR (W/mt2)_flag,SR (W/mt2)_coverage_pct,RF (mm)_mean,RF (mm)_flag,RF (mm)_coverage_pct,CH4 (ug/m3)_mean,CH4 (ug/m3)_flag,CH4 (ug/m3)_coverage_pct,NMHC (ug/m3)_mean,NMHC (ug/m3)_flag,NMHC (ug/m3)_coverage_pct,THC (ug/m3)_mean,THC (ug/m3)_flag,THC (ug/m3)_coverage_pct,CO2 (mg/m3)_mean,CO2 (mg/m3)_flag,CO2 (mg/m3)_coverage_pct,HCHO (ug/m3)_mean,HCHO (ug/m3)_flag,HCHO (ug/m3)_coverage_pct,Hg (ug/m3)_mean,Hg (ug/m3)_flag,Hg (ug/m3)_coverage_pct,SPM (ug/m3)_mean,SPM (ug/m3)_flag,SPM (ug/m3)_coverage_pct,data_quality_tier,actual_data_years,data_first_year,data_last_year,n_stations
Chikkaballapur,Karnataka,Karnataka,2018,6,,insufficient,0.4,,insufficient,0.4,,insufficient,0.4,,insufficient,0.4,,insufficient,0.4,,insufficient,0.4,,insufficient,0.4,,insufficient,0.4,,insufficient,0.4,,insufficient,0.4,,insufficient,0.4,,insufficient,0.0,,insufficient,0.4,,insufficient,0.4,,insufficient,0.4,,insufficient,0.4,,insufficient,0.4,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Chikkaballapur,Karnataka,Karnataka,2018,7,12.695996758508915,good,82.9,57.01873786407767,good,83.1,7.052289719626168,good,86.3,35.544439252336446,good,86.3,24.61911214953271,good,86.3,6.815736677115987,good,85.8,0.00044781925343811394,good,68.4,10.335124610591901,good,86.3,9.879518633540373,good,86.6,0.13159468438538205,good,80.9,1.0138975155279504,good,86.6,,insufficient,0.0,,insufficient,10.5,292.6345046439629,good,86.8,62.08425696594427,good,86.8,25.986323529411766,good,86.8,704.9616563467492,good,86.8,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Chikkaballapur,Karnataka,Karnataka,2018,8,11.257537619699043,good,98.3,51.415075239398085,good,98.3,7.395967302452315,good,98.7,34.924972752043594,good,98.7,24.59129427792916,good,98.7,6.615688949522511,good,98.5,0.0002797687861271676,good,93.0,9.721675749318802,good,98.7,8.60983651226158,good,98.7,0.13836507936507936,good,84.7,0.8084196185286103,good,98.7,,insufficient,0.0,,insufficient,0.0,293.19257493188013,good,98.7,62.565163487738424,good,98.7,26.18950953678474,good,98.7,705.751485013624,good,98.7,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Chikkaballapur,Karnataka,Karnataka,2018,9,16.00078212290503,good,74.6,47.26409683426443,good,74.6,8.131415270018621,good,74.6,38.93039106145252,good,74.6,27.31949720670391,good,74.6,6.10249530956848,good,74.0,0.0003211007462686567,good,74.4,9.237169459962756,good,74.6,11.356118546845124,good,72.6,0.17532128514056225,good,69.2,0.9645996275605214,good,74.6,,insufficient,0.0,,insufficient,0.0,229.62664804469276,good,74.6,59.374115456238364,good,74.6,26.418938547486032,good,74.6,707.522346368715,good,74.6,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Chikkaballapur,Karnataka,Karnataka,2018,10,28.868621659634318,good,95.6,67.05812849162011,good,96.2,8.109651324965132,good,96.4,41.71712691771269,good,96.4,28.78164574616458,good,96.4,7.54751404494382,good,95.7,0.0003372844036697248,good,73.3,8.752231520223152,good,96.4,15.659971428571428,good,94.1,0.23291545189504373,good,92.2,0.907413073713491,good,96.6,,insufficient,0.0,,insufficient,0.0,151.50880389429764,good,96.6,56.6105702364395,good,96.6,24.841515994436715,good,96.6,709.4118219749652,good,96.6,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Chikkaballapur,Karnataka,Karnataka,2018,11,30.99890350877193,good,95.0,62.92773448773448,good,96.2,7.6789177489177485,good,96.2,40.84164502164502,good,96.2,27.96663780663781,good,96.2,6.987155297532656,good,95.7,0.00041979827089337173,good,96.4,8.531428571428572,good,96.2,15.458308383233533,good,92.8,0.22530030030030027,good,92.5,0.598590308370044,good,94.6,,insufficient,0.0,,insufficient,0.0,139.91897694524494,good,96.4,61.3071613832853,good,96.4,24.525914985590777,good,96.4,710.4669740634005,good,96.4,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Chikkaballapur,Karnataka,Karnataka,2018,12,44.42706371191136,good,97.0,81.68337482710928,good,97.2,6.368865836791149,good,97.2,41.174052558782854,good,97.2,27.066113416320885,good,97.2,9.101853388658368,good,97.2,0.0005360921248142644,good,90.5,8.936929460580913,good,97.2,21.253290414878396,good,94.0,0.2202493074792244,good,97.0,0.5289444444444444,good,96.8,,insufficient,0.0,,insufficient,0.0,149.5767634854772,good,97.2,58.93040110650069,good,97.2,25.430573997233747,good,97.2,710.7891977869986,good,97.2,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Chikkaballapur,Karnataka,Karnataka,2019,1,56.220785413744736,good,95.8,122.72540425531915,good,94.8,7.53555090655509,good,96.4,31.906834030683402,good,96.4,23.726541143654114,good,96.4,10.203151260504201,good,96.0,0.000580414878397711,good,94.0,8.86153627311522,good,94.5,19.19596096096096,good,89.5,0.2809776536312849,good,96.2,0.7164664804469274,good,96.2,,insufficient,0.0,,insufficient,0.0,158.756889818689,good,96.4,48.02288702928871,good,96.4,24.591534170153412,good,96.4,711.9722454672245,good,96.4,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Chikkaballapur,Karnataka,Karnataka,2019,2,38.1788188976378,good,75.6,91.01525590551181,good,75.6,2.9329681274900397,good,74.7,16.216745562130175,good,75.4,10.569092702169623,good,75.4,9.924146825396825,good,75.0,0.00062494,good,74.4,15.922958579881659,good,75.4,18.898667992047713,good,74.9,0.20697095435684645,good,71.7,0.773663967611336,good,73.5,,insufficient,0.0,,insufficient,0.0,171.4109486166008,good,75.3,41.5199209486166,good,75.3,25.054387351778658,good,75.3,710.9250790513834,good,75.3,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Chikkaballapur,Karnataka,Karnataka,2019,3,41.20948484848485,good,88.7,106.20908408408408,good,89.5,6.991799100449775,good,89.7,23.788725637181408,good,89.7,18.33284857571214,good,89.7,10.559344512195123,good,88.2,0.0006650496688741722,good,81.2,19.381994002998503,good,89.7,21.34926493108729,good,87.8,0.1773587786259542,good,88.0,1.0643051359516618,good,89.0,,insufficient,0.0,,insufficient,0.0,172.29581709145427,good,89.7,33.428380809595204,good,89.7,25.71442278860569,good,89.7,709.7010194902549,good,89.7,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Chikkaballapur,Karnataka,Karnataka,2019,4,34.259827288428326,good,80.4,85.5718134715026,good,80.4,7.910735551663747,good,79.3,25.763730297723292,good,79.3,20.02600700525394,good,79.3,11.5839446366782,good,80.3,0.0007084853700516352,good,80.7,23.107157894736844,good,79.2,20.995383275261325,good,79.7,0.14731568998109643,good,73.5,0.8371477663230241,good,80.8,,insufficient,0.0,,insufficient,0.0,186.5820170940171,good,81.2,40.63535042735043,good,81.2,25.7531452991453,good,81.2,708.0199658119658,good,81.2,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Chikkaballapur,Karnataka,Karnataka,2019,5,34.488587412587414,good,96.1,112.57531468531467,good,96.1,7.713749999999999,good,96.8,27.556041666666665,good,96.8,20.93069444444444,good,96.8,10.561241283124128,good,96.4,0.0007592757660167132,good,96.5,21.25744444444444,good,96.8,19.68403361344538,good,96.0,0.16438282647584973,good,75.1,1.0306388888888889,good,96.8,,insufficient,0.0,,insufficient,0.0,217.48145833333336,good,96.8,48.0409861111111,good,96.8,25.778270833333334,good,96.8,706.8330972222222,good,96.8,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Chikkaballapur,Karnataka,Karnataka,2019,6,16.72701754385965,good,87.1,60.98544585987261,good,87.2,7.3497327044025145,good,88.3,19.957940251572328,good,88.3,16.591053459119497,good,88.3,10.736329113924052,good,87.8,0.0007416220472440944,good,88.2,16.371965408805032,good,88.3,12.450252764612953,good,87.9,0.13791666666666666,good,60.0,0.8481523500810372,good,85.7,,insufficient,0.0,,insufficient,0.0,122.05551886792452,good,88.3,60.586635220125785,good,88.3,24.70781446540881,good,88.3,705.4144339622642,good,88.3,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Chikkaballapur,Karnataka,Karnataka,2019,7,11.575852601156068,good,93.0,45.829349710982655,good,93.0,3.6888365243004424,good,91.3,9.707165467625899,good,93.4,8.049323741007194,good,93.4,13.113008720930232,good,92.5,0.0007217366136034731,good,92.9,7.600230215827338,good,93.4,7.423976608187134,good,91.9,0.11782026768642448,good,70.3,0.7145692307692308,good,87.4,,insufficient,0.0,,insufficient,0.0,118.08357758620691,good,93.5,62.88014367816092,good,93.5,25.115984195402298,good,93.5,705.6174712643679,good,93.5,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Chikkaballapur,Karnataka,Karnataka,2019,8,10.00829081632653,good,52.7,37.22405063291139,good,53.1,2.126926829268293,good,55.1,6.358997722095672,good,59.0,4.939202733485193,good,59.0,12.136605922551253,good,59.0,0.0006357858769931662,good,59.0,3.21675799086758,good,58.9,7.111412300683372,good,59.0,0.11417197452229298,sparse,42.2,0.6052185089974292,good,52.3,,insufficient,0.0,,insufficient,0.0,121.39676537585422,good,59.0,68.16799544419135,good,59.0,24.669191343963554,good,59.0,705.6292482915717,good,59.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Chikkaballapur,Karnataka,Karnataka,2019,9,13.156363636363636,good,76.4,36.62454379562044,good,76.1,3.6570517241379314,good,80.6,17.974234079173836,good,80.7,12.465077452667813,good,80.7,12.356418685121108,good,80.3,0.0007454388984509465,good,80.7,3.536643109540636,good,78.6,7.600634648370497,good,81.0,0.1204466501240695,good,56.0,0.7095590828924163,good,78.8,,insufficient,0.0,,insufficient,0.0,150.87020583190395,good,81.0,67.89394511149227,good,81.0,23.46164665523156,good,81.0,707.5723156089194,good,81.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Chikkaballapur,Karnataka,Karnataka,2019,10,17.666672384219556,good,78.4,32.22704081632653,good,79.0,2.557134146341463,good,88.2,9.976453576864536,good,88.3,7.180380517503806,good,88.3,13.86932824427481,good,88.0,0.0005681887366818874,good,88.3,4.344444444444445,good,88.3,16.750682852807284,good,88.6,0.14713197969543146,good,53.0,0.5596703296703297,good,85.6,,insufficient,0.0,,insufficient,0.0,224.23218512898333,good,88.6,70.08813353566009,good,88.6,24.20366464339909,good,88.6,709.0371927162367,good,88.6,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Chikkaballapur,Karnataka,Karnataka,2019,11,41.831138613861384,good,84.2,72.93349753694581,good,84.6,2.203752039151713,good,85.1,9.889655737704917,good,84.7,6.820505709624795,good,85.1,11.523846153846153,good,84.9,0.0006008156606851549,good,85.1,5.372564102564103,good,81.2,38.63258592471359,good,84.9,0.34645985401459856,good,76.1,1.178974358974359,good,81.2,,insufficient,0.0,,insufficient,0.0,246.18526058631923,good,85.3,64.74918566775244,good,85.3,24.914348534201952,good,85.3,710.2121335504886,good,85.3,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Chikkaballapur,Karnataka,Karnataka,2019,12,28.023822222222226,good,90.7,58.69273127753304,good,91.5,7.096566091954023,good,93.5,11.397174887892376,good,89.9,11.256877697841727,good,93.4,11.320549132947976,good,93.0,0.0010416810344827585,good,93.5,6.094187050359713,good,93.4,37.717632711621235,good,93.7,0.19437500000000002,good,90.3,94.98343839541548,good,93.8,,insufficient,0.0,,insufficient,0.0,229.94638968481377,good,93.8,64.56207736389685,good,93.8,24.682836676217764,good,93.8,711.2408477237049,good,85.6,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Chikkaballapur,Karnataka,Karnataka,2020,1,35.03885521885522,good,79.8,86.35290540540541,good,79.6,7.2724531516183974,good,78.9,13.431311754684838,good,78.9,12.738909710391823,good,78.9,13.344505119453926,good,78.8,0.0008037478705281091,good,78.9,9.55,good,78.2,50.23357751277683,good,78.9,1.1978114478114479,good,79.8,50.95658823529412,good,80.0,,insufficient,0.0,,insufficient,0.0,144.70477815699658,good,78.8,50.48861774744027,good,78.8,23.948216723549486,good,78.8,716.1267064846417,good,78.8,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Chikkaballapur,Karnataka,Karnataka,2020,2,36.78735099337748,good,65.1,93.2744591611479,good,65.1,7.135196506550218,good,65.8,12.360960698689956,good,65.8,12.058515283842794,good,65.8,13.943864628820961,good,65.8,0.0007591266375545851,good,65.8,14.702969432314411,good,65.8,55.119039301310046,good,65.8,0.18317286652078776,good,65.7,26.251772428884028,good,65.7,,insufficient,0.0,,insufficient,0.0,244.7217903930131,good,65.8,46.93102620087336,good,65.8,24.40150655021834,good,65.8,716.1813973799127,good,65.8,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Chikkaballapur,Karnataka,Karnataka,2020,3,34.18543408360129,good,83.6,87.8975663026521,good,86.2,6.555510510510511,good,89.5,12.87105105105105,good,89.5,11.854024024024023,good,89.5,16.578590704647677,good,89.7,0.0007285585585585586,good,89.5,15.112462462462465,good,89.5,53.85024653312789,good,87.2,0.17031914893617026,good,88.4,16.436041979010493,good,89.7,,insufficient,0.0,,insufficient,0.0,228.88392803598202,good,89.7,39.91767616191904,good,89.7,25.317421289355323,good,89.7,714.682143928036,good,89.7,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
Chikkaballapur,Karnataka,Karnataka,2020,4,25.96844262295082,good,84.7,56.139754098360655,good,84.7,6.39830313014827,good,84.3,13.266540362438223,good,84.3,11.934036243822074,good,84.3,15.626293245469522,good,84.3,0.0007499341021416804,good,84.3,15.76542009884679,good,84.3,50.44575657894736,good,84.4,0.14263247863247863,good,81.2,9.789770114942531,good,84.6,,insufficient,0.0,,insufficient,0.0,215.88386885245902,good,84.7,36.540983606557376,good,84.7,25.817135842880525,good,84.9,714.1140655737705,good,84.7,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,1
