city,state,state_original,year,month,PM2.5 (ug/m3)_mean,PM2.5 (ug/m3)_flag,PM2.5 (ug/m3)_coverage_pct,PM10 (ug/m3)_mean,PM10 (ug/m3)_flag,PM10 (ug/m3)_coverage_pct,NO (ug/m3)_mean,NO (ug/m3)_flag,NO (ug/m3)_coverage_pct,NO2 (ug/m3)_mean,NO2 (ug/m3)_flag,NO2 (ug/m3)_coverage_pct,NOx (ppb)_mean,NOx (ppb)_flag,NOx (ppb)_coverage_pct,SO2 (ug/m3)_mean,SO2 (ug/m3)_flag,SO2 (ug/m3)_coverage_pct,CO (mg/m3)_mean,CO (mg/m3)_flag,CO (mg/m3)_coverage_pct,NH3 (ug/m3)_mean,NH3 (ug/m3)_flag,NH3 (ug/m3)_coverage_pct,Ozone (ug/m3)_mean,Ozone (ug/m3)_flag,Ozone (ug/m3)_coverage_pct,Benzene (ug/m3)_mean,Benzene (ug/m3)_flag,Benzene (ug/m3)_coverage_pct,Toluene (ug/m3)_mean,Toluene (ug/m3)_flag,Toluene (ug/m3)_coverage_pct,Eth-Benzene (ug/m3)_mean,Eth-Benzene (ug/m3)_flag,Eth-Benzene (ug/m3)_coverage_pct,MP-Xylene (ug/m3)_mean,MP-Xylene (ug/m3)_flag,MP-Xylene (ug/m3)_coverage_pct,O Xylene (ug/m3)_mean,O Xylene (ug/m3)_flag,O Xylene (ug/m3)_coverage_pct,Xylene (ug/m3)_mean,Xylene (ug/m3)_flag,Xylene (ug/m3)_coverage_pct,WS (m/s)_mean,WS (m/s)_flag,WS (m/s)_coverage_pct,WD (degree)_mean,WD (degree)_flag,WD (degree)_coverage_pct,RH (%)_mean,RH (%)_flag,RH (%)_coverage_pct,AT (degree C)_mean,AT (degree C)_flag,AT (degree C)_coverage_pct,SR (W/mt2)_mean,SR (W/mt2)_flag,SR (W/mt2)_coverage_pct,RF (mm)_mean,RF (mm)_flag,RF (mm)_coverage_pct,BP (mmHg)_mean,BP (mmHg)_flag,BP (mmHg)_coverage_pct,CH4 (ug/m3)_mean,CH4 (ug/m3)_flag,CH4 (ug/m3)_coverage_pct,THC (ug/m3)_mean,THC (ug/m3)_flag,THC (ug/m3)_coverage_pct,NMHC (ug/m3)_mean,NMHC (ug/m3)_flag,NMHC (ug/m3)_coverage_pct,CO2 (mg/m3)_mean,CO2 (mg/m3)_flag,CO2 (mg/m3)_coverage_pct,HCHO (ug/m3)_mean,HCHO (ug/m3)_flag,HCHO (ug/m3)_coverage_pct,Hg (ug/m3)_mean,Hg (ug/m3)_flag,Hg (ug/m3)_coverage_pct,SPM (ug/m3)_mean,SPM (ug/m3)_flag,SPM (ug/m3)_coverage_pct,data_quality_tier,actual_data_years,data_first_year,data_last_year,n_stations
Chennai,Tamil Nadu,Tamil Nadu,2018,11,55.7433031026253,sparse,32.3,,insufficient,0.0,11.027112249650674,sparse,33.1,17.831537028411738,sparse,33.1,27.80681881695389,sparse,33.1,9.801768060836501,sparse,32.5,1.012040911204091,sparse,33.2,,insufficient,11.1,,insufficient,22.2,,insufficient,22.2,,insufficient,22.2,,insufficient,4.6,,insufficient,2.8,,insufficient,4.5,,insufficient,0.0,0.7097516248839368,sparse,33.2,100.77215877437325,sparse,33.2,70.4672330547818,sparse,33.2,,insufficient,11.1,,insufficient,21.4,,insufficient,0.0,926.236646539712,sparse,33.2,,insufficient,3.4,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2018,12,66.42833256985799,sparse,32.6,,insufficient,0.0,9.9880109739369,sparse,32.7,16.880664206642066,sparse,32.4,25.923209876543208,sparse,32.7,10.649981933152663,sparse,33.1,1.020076957899502,sparse,33.0,,insufficient,11.0,,insufficient,21.6,,insufficient,22.2,,insufficient,22.2,,insufficient,4.3,,insufficient,2.4,,insufficient,3.9,,insufficient,0.0,0.6244409519533004,sparse,33.3,131.37446789402784,sparse,33.3,72.69721598563089,sparse,33.3,,insufficient,11.1,,insufficient,21.6,,insufficient,0.0,928.8342343960484,sparse,33.3,,insufficient,0.4,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2019,1,62.31735212569316,sparse,32.3,,insufficient,0.0,6.401986394557824,sparse,32.9,12.708744902582692,sparse,33.0,18.674972826086954,sparse,33.0,14.726105457909343,sparse,32.3,0.9312968820605513,sparse,33.0,,insufficient,10.9,,insufficient,22.1,,insufficient,22.0,,insufficient,22.0,,insufficient,4.7,,insufficient,2.7,,insufficient,3.9,,insufficient,0.0,0.46345130748422,sparse,33.1,174.43828223624885,sparse,33.1,67.43073940486926,sparse,33.1,,insufficient,11.1,,insufficient,21.5,,insufficient,0.0,926.0913525698827,sparse,33.1,,insufficient,1.6,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2019,2,53.081580547112466,sparse,32.6,,insufficient,0.0,6.016203319502075,sparse,31.9,11.736073651452283,sparse,31.9,17.49265041493776,sparse,31.9,12.932867457452295,sparse,32.1,0.9844134078212291,sparse,32.6,,insufficient,10.6,,insufficient,22.2,,insufficient,22.2,,insufficient,22.2,,insufficient,3.1,,insufficient,2.3,,insufficient,3.1,,insufficient,0.0,0.49463176352705407,sparse,33.0,145.564749498998,sparse,33.0,68.88527054108216,sparse,33.0,,insufficient,11.1,,insufficient,21.6,,insufficient,0.0,920.3167134268538,sparse,33.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2019,3,51.022986486486495,sparse,33.2,,insufficient,0.6,15.59552801189886,sparse,30.1,19.59859536717595,sparse,30.3,29.893933236574743,sparse,30.9,9.398567603748326,sparse,33.5,0.7819849023090586,sparse,33.6,,insufficient,9.6,,insufficient,22.8,,insufficient,22.3,,insufficient,22.3,,insufficient,2.4,,insufficient,0.8,,insufficient,1.6,,insufficient,0.0,1.3559675987572126,sparse,33.6,137.78928442844287,sparse,33.2,69.13402722880983,sparse,34.0,,insufficient,11.7,,insufficient,21.9,,insufficient,1.0,918.2563969258589,sparse,33.0,,insufficient,1.1,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2019,4,31.92014170815779,sparse,40.3,,insufficient,7.8,6.22671285604311,sparse,40.1,10.810324980422868,sparse,39.4,17.21247186651145,sparse,39.8,6.9911910946196665,sparse,41.6,0.9267153818048959,sparse,42.2,,insufficient,19.5,21.51564140663695,sparse,31.2,0.06732045567112432,sparse,31.2,1.0953293709757306,sparse,31.2,,insufficient,3.0,,insufficient,1.6,,insufficient,2.8,,insufficient,0.0,3.3097277529459572,sparse,38.0,149.57662991547227,sparse,42.0,59.79046769718589,sparse,38.9,,insufficient,17.8,235.71487255483106,sparse,26.0,,insufficient,9.0,903.4132605666512,sparse,33.2,,insufficient,5.2,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2019,5,42.055190604543704,sparse,38.8,,insufficient,10.5,8.49445723053318,sparse,38.9,14.230825335892515,sparse,38.9,20.11841057066258,sparse,39.0,7.108117913832199,sparse,39.5,0.9461970775571376,sparse,39.9,,insufficient,19.4,43.61292987512008,sparse,31.1,0.102998017839445,sparse,30.1,0.269745,sparse,29.9,,insufficient,4.5,,insufficient,0.7,,insufficient,4.6,,insufficient,0.0,5.557405719021966,sparse,36.0,161.98762083177218,sparse,39.9,58.141201067615654,sparse,33.6,,insufficient,15.7,,insufficient,24.2,,insufficient,11.1,911.6960228452753,sparse,28.8,,insufficient,3.5,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2019,6,43.91423058823529,sparse,32.8,,insufficient,7.7,7.946971473231731,sparse,39.5,18.14078155529504,sparse,39.5,21.072529228371007,sparse,39.6,6.924405842874064,sparse,39.1,0.9703661862095833,sparse,39.6,,insufficient,17.3,48.18019017432646,sparse,29.2,0.06425051334702259,sparse,30.1,1.2108059548254622,sparse,30.1,,insufficient,3.9,,insufficient,0.0,,insufficient,3.4,,insufficient,0.0,3.3207279286926994,sparse,36.4,185.64744771494964,sparse,39.8,54.793474986551914,sparse,28.7,,insufficient,10.9,,insufficient,24.5,,insufficient,8.2,921.1969781021896,sparse,31.7,,insufficient,2.4,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2019,7,40.502244058500914,sparse,32.7,,insufficient,3.2,7.867130750605327,sparse,37.0,18.81620273531778,sparse,37.1,26.40335076427997,sparse,37.1,5.722165841584158,sparse,36.2,0.870221238938053,sparse,37.1,,insufficient,14.9,,insufficient,23.7,0.6308683151236343,sparse,26.0,1.5885968947671074,sparse,26.0,,insufficient,4.3,,insufficient,0.0,,insufficient,3.9,,insufficient,0.0,2.213050706566916,sparse,35.9,178.45782892057028,sparse,36.7,,insufficient,24.9,,insufficient,11.0,,insufficient,23.0,,insufficient,3.9,923.2180864475462,sparse,33.2,,insufficient,2.1,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2019,8,26.85190783807063,sparse,34.7,,insufficient,7.8,8.356855166802278,sparse,36.7,18.174052845528454,sparse,36.7,24.67798566878981,sparse,37.5,7.294425116673738,sparse,35.2,0.7578836189717019,sparse,37.5,,insufficient,14.2,44.51742331288344,sparse,29.2,0.9512803426939553,sparse,31.4,2.207382198952879,sparse,31.4,,insufficient,4.6,,insufficient,0.0,,insufficient,3.9,,insufficient,0.0,3.5663579973416035,sparse,33.7,199.57365656565656,sparse,37.0,55.41134284016638,sparse,25.1,,insufficient,13.6,274.2340534759358,sparse,27.9,,insufficient,9.4,904.8570979967515,sparse,27.6,,insufficient,0.9,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2019,9,28.79567706277142,sparse,39.1,,insufficient,9.6,5.812532088681447,sparse,39.7,13.07336052836053,sparse,39.7,17.177872101720272,sparse,41.3,6.422619883040936,sparse,39.6,0.8680037313432836,sparse,41.4,,insufficient,17.8,50.78545186640471,sparse,31.4,0.8291786055396371,sparse,32.3,3.3767765042979945,sparse,32.3,,insufficient,2.9,,insufficient,0.0,,insufficient,3.2,,insufficient,0.0,3.1345427477669077,sparse,36.3,167.18406727828747,sparse,40.4,58.276668432203394,sparse,29.1,,insufficient,21.6,207.19259558427572,sparse,28.7,,insufficient,10.4,,insufficient,16.8,,insufficient,1.8,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2019,10,37.68256777108434,sparse,39.7,,insufficient,9.9,10.634962742175858,sparse,40.1,18.13278270509978,sparse,40.4,23.9275462962963,sparse,41.9,6.880603927380512,sparse,40.3,0.8192849631966351,sparse,42.6,,insufficient,18.7,42.64865820489574,sparse,32.9,0.056581235697940505,sparse,32.6,0.916787185354691,sparse,32.6,,insufficient,1.1,,insufficient,0.0,,insufficient,3.5,,insufficient,0.0,1.2121091205211725,sparse,36.7,148.9274478764479,sparse,38.7,66.33691096634094,sparse,27.5,,insufficient,19.4,138.38423033707863,sparse,26.6,,insufficient,11.1,,insufficient,10.9,,insufficient,1.7,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2019,11,58.75527230046948,sparse,32.9,,insufficient,9.4,9.476880378657487,sparse,35.9,15.155778152678197,sparse,36.6,22.354499376817614,sparse,37.1,7.3220630861040075,sparse,36.2,0.6740856192851205,sparse,37.1,,insufficient,13.0,37.49112810707457,sparse,32.3,0.10658829174664107,sparse,32.2,2.061957773512476,sparse,32.2,,insufficient,1.1,,insufficient,0.0,,insufficient,1.0,,insufficient,0.0,1.7677716233489562,sparse,36.2,143.26179261125102,sparse,36.8,74.6080035971223,sparse,25.7,,insufficient,21.9,133.91108731466227,sparse,28.1,,insufficient,10.9,,insufficient,11.1,,insufficient,1.3,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2019,12,43.55992101105845,sparse,37.8,,insufficient,9.9,7.382034682080924,sparse,38.8,17.320433947772656,sparse,38.9,24.246675613496933,sparse,38.9,9.268300229182582,sparse,39.1,0.6160914681014604,sparse,38.9,,insufficient,15.8,29.726801061007954,sparse,28.2,1.7417665782493368,sparse,28.2,0.1569814323607427,sparse,28.2,,insufficient,1.9,,insufficient,0.1,,insufficient,0.1,,insufficient,0.0,1.5330737240075614,sparse,39.5,166.67084475731752,sparse,40.3,73.19312563840654,sparse,29.2,,insufficient,21.3,86.93624239791485,sparse,34.4,,insufficient,10.2,,insufficient,12.0,,insufficient,4.2,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2020,1,43.88465811965812,sparse,41.9,,insufficient,10.6,8.713861857774754,sparse,43.9,15.798339006126618,sparse,43.9,23.791296359305885,sparse,43.9,14.11445744680851,sparse,42.1,0.8437955706984668,sparse,43.8,,insufficient,22.0,29.55655626134301,sparse,32.9,1.5146905537459283,sparse,32.1,0.07392275476966031,sparse,32.1,,insufficient,0.6,,insufficient,0.4,,insufficient,0.2,,insufficient,0.0,1.4873347107438015,sparse,43.4,158.14105371900826,sparse,43.4,71.09589179275561,sparse,32.6,,insufficient,21.3,117.98436000000001,sparse,37.3,,insufficient,11.1,,insufficient,12.0,,insufficient,9.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2020,2,37.07579917262129,sparse,42.4,,insufficient,10.9,8.995942293644996,sparse,43.7,13.713179148311307,sparse,43.5,21.460098432373314,sparse,43.8,12.782962264150946,sparse,42.3,0.8182840452719969,sparse,43.7,,insufficient,21.1,28.117787341772154,sparse,31.5,1.7142077087794434,sparse,29.8,0.023174518201284796,sparse,29.8,,insufficient,0.3,,insufficient,5.1,,insufficient,0.4,,insufficient,0.0,1.7279930606281961,sparse,43.7,156.98715797154324,sparse,43.8,65.67716439688716,sparse,32.8,,insufficient,21.9,163.3406732418525,sparse,37.2,,insufficient,10.9,,insufficient,16.0,,insufficient,2.3,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2020,3,31.731265322261763,sparse,37.8,,insufficient,5.5,8.443674549947053,sparse,42.3,9.467741477272728,sparse,42.1,16.933354452657515,sparse,42.4,7.957247807017543,sparse,40.9,0.6966478674656328,sparse,42.4,,insufficient,19.3,32.813273866923815,sparse,31.0,2.6461717171717174,sparse,29.6,0.09899494949494951,sparse,29.6,,insufficient,0.5,,insufficient,9.2,,insufficient,0.3,,insufficient,0.0,1.8517071453713483,sparse,42.4,153.48364212750968,sparse,42.4,66.60861176470587,sparse,31.7,,insufficient,20.2,248.01167351973686,sparse,36.3,,insufficient,9.6,,insufficient,17.1,,insufficient,9.7,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2020,4,15.148110065170167,sparse,42.6,,insufficient,1.1,6.4947819922013466,sparse,43.5,8.662409381663114,sparse,43.4,13.451216312056738,sparse,43.5,5.365407517677707,sparse,41.5,0.6190813093980992,sparse,43.8,,insufficient,21.6,36.620829817158935,sparse,32.9,0.31424355971896956,sparse,32.9,0.0022201405152224825,sparse,32.9,,insufficient,0.1,,insufficient,3.7,,insufficient,0.0,,insufficient,0.0,1.7660823444804028,sparse,42.9,161.19349630671826,sparse,43.9,68.38289213377297,sparse,32.8,,insufficient,22.1,228.69621884241653,sparse,36.5,,insufficient,11.0,,insufficient,18.2,,insufficient,10.1,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2020,5,19.039139455782312,sparse,43.9,,insufficient,0.4,6.4551409168081495,sparse,44.0,7.950362641122136,sparse,43.7,13.763581285762369,sparse,44.4,5.0916636851520565,sparse,41.7,0.8567900403768507,sparse,44.4,,insufficient,16.1,46.58810172570391,sparse,32.9,0.17258744394618833,sparse,33.3,0.025004484304932736,sparse,33.3,,insufficient,0.3,,insufficient,1.0,,insufficient,0.1,,insufficient,0.0,2.2739421431016775,sparse,43.6,165.60832716257153,sparse,44.4,59.91193466054109,sparse,29.3,,insufficient,22.0,210.11302982731553,sparse,38.1,,insufficient,11.1,,insufficient,22.1,,insufficient,10.5,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2020,6,29.77182120428519,sparse,41.8,,insufficient,8.6,9.084359899026325,sparse,42.8,11.826383442265795,sparse,42.5,19.792842477876107,sparse,43.6,6.2659526493799325,sparse,41.1,1.0831389183457052,sparse,43.7,,insufficient,18.3,59.2269482421875,sparse,31.6,0.09606247042120208,sparse,32.6,0.031538097491717945,sparse,32.6,,insufficient,0.4,,insufficient,2.5,,insufficient,0.6,,insufficient,0.0,1.8672994164843182,sparse,42.3,189.92975256274303,sparse,43.7,65.31915088927137,sparse,26.9,,insufficient,21.6,170.9584738790621,sparse,37.5,,insufficient,10.5,,insufficient,22.1,,insufficient,10.5,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2020,7,28.205775009160863,sparse,40.8,,insufficient,9.1,4.976964098989195,sparse,42.8,12.831707317073171,sparse,42.9,17.32706824512535,sparse,42.9,4.437037695590328,sparse,42.0,0.9425224913494811,sparse,43.2,,insufficient,19.5,45.50483050847458,sparse,31.7,0.09940520446096655,sparse,32.1,0.12655204460966543,sparse,32.1,,insufficient,1.3,,insufficient,0.7,,insufficient,2.5,,insufficient,0.0,2.1791841736694675,sparse,42.7,180.65986699334965,sparse,42.7,70.90690240452615,sparse,31.7,,insufficient,20.7,139.49960199004977,sparse,39.0,,insufficient,10.3,888.6389510901591,sparse,25.3,,insufficient,10.9,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2020,8,29.107313915857606,sparse,41.5,,insufficient,10.0,4.406378644186863,sparse,42.5,9.617437413073713,sparse,43.0,13.14309053069719,sparse,43.1,4.5727905308464845,sparse,41.6,0.8328625822083766,sparse,43.1,,insufficient,20.8,38.48479962721342,sparse,32.0,0.28258580159849556,sparse,31.8,0.1386929948283968,sparse,31.8,,insufficient,1.5,,insufficient,0.8,,insufficient,0.5,,insufficient,0.0,4.768711964038728,sparse,43.2,178.98041912019397,sparse,43.1,70.55128084179971,sparse,41.2,,insufficient,12.8,107.40507724719102,sparse,42.5,,insufficient,10.8,906.2057941024315,sparse,28.9,,insufficient,11.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2020,9,30.67568605927552,sparse,42.2,,insufficient,10.4,5.828176914778856,sparse,42.9,11.088587979724837,sparse,42.6,15.742245626561944,sparse,43.2,8.099756653992396,sparse,40.6,0.7042062076346771,sparse,43.3,,insufficient,21.9,37.718831798351914,sparse,31.8,0.06182944259171034,sparse,32.4,0.01419723677941877,sparse,32.4,,insufficient,0.3,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,5.113551217765043,sparse,43.1,171.5797594254937,sparse,43.0,72.52150179211469,sparse,43.1,,insufficient,10.8,124.1467991169978,sparse,41.9,,insufficient,11.1,900.0474928448771,sparse,27.0,,insufficient,11.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2020,10,33.67710621387284,sparse,41.3,,insufficient,9.1,5.336656162464986,sparse,42.7,12.308452857662905,sparse,41.0,16.796892932120365,sparse,42.7,9.025496783416727,sparse,41.8,0.6888212795549373,sparse,43.0,,insufficient,21.9,29.47762935586061,sparse,28.3,0.012438563327032135,sparse,31.6,0.010155954631379964,sparse,31.6,,insufficient,0.1,,insufficient,0.2,,insufficient,0.0,,insufficient,0.0,3.2169462025316453,sparse,42.5,168.22044655414908,sparse,42.5,71.45263347763348,sparse,41.4,,insufficient,10.5,100.94664492753623,sparse,41.2,,insufficient,11.0,899.7483148688046,sparse,25.6,,insufficient,10.6,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2020,11,34.58672897196262,good,57.8,52.90546703296703,sparse,28.1,5.997692514086397,good,57.5,12.948679581952588,good,60.5,15.225025354969574,good,60.9,8.731642156862744,good,56.7,0.6510831509846827,good,56.4,34.26170510396976,sparse,40.8,31.0908146567058,sparse,43.4,0.3458986731001206,sparse,38.4,1.5593826701375977,sparse,41.5,,insufficient,0.5,,insufficient,0.4,,insufficient,0.0,,insufficient,0.0,1.897370482688906,good,61.1,190.6738907014682,good,56.8,77.56722885445771,good,60.8,29.653477366255146,sparse,30.0,90.89583333333333,good,60.6,0.21272542027508914,sparse,30.3,812.8047334058758,sparse,28.4,,insufficient,9.1,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2020,12,41.06641623488773,good,69.2,87.3521164225135,sparse,38.7,5.204665226781857,good,69.1,13.365744315744315,good,69.6,14.566119052698953,good,70.0,8.597495640802093,good,68.5,0.6642115431055301,good,61.8,39.10228469961527,good,50.5,22.55353735632184,good,52.0,0.6400665859564165,sparse,49.3,0.973593174974908,sparse,44.6,,insufficient,0.3,,insufficient,0.3,,insufficient,6.7,,insufficient,0.0,2.1465378884631763,good,70.2,191.80709417889258,good,63.1,74.91342792281499,good,65.8,29.2489431206764,sparse,38.9,120.73227623126338,good,69.7,0.08529411764705881,sparse,39.9,800.0950877963124,sparse,34.0,,insufficient,8.5,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2021,1,41.51366882548573,good,85.3,77.8312958367797,good,54.2,5.363933236574746,good,82.3,12.186770905321355,good,86.4,13.839342082541876,good,86.5,8.929706152433425,good,81.3,0.7640752757949383,good,69.0,35.61564026477973,good,65.4,18.353152994464015,good,59.3,0.8378534966819806,good,58.5,1.6036408213300644,sparse,48.7,,insufficient,0.4,,insufficient,0.4,,insufficient,10.6,,insufficient,0.0,2.668004634397528,good,87.0,194.24006479044343,good,73.8,75.54354587247651,good,74.7,29.0687702627166,good,53.4,113.51053997923157,good,86.3,0.06976268412438626,good,54.7,797.2538582434514,sparse,48.5,,insufficient,5.8,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2021,2,38.9069347133758,good,83.1,84.17445270270271,sparse,48.9,5.869997704315886,good,72.0,13.343539913810794,good,80.6,14.501508467900749,good,84.0,10.668538039589794,good,69.3,0.7001005025125628,good,62.5,34.29229608050848,good,62.4,24.264932858317348,good,60.3,0.6429173636667782,sparse,49.4,1.3256043528954529,sparse,42.5,,insufficient,0.1,,insufficient,0.2,,insufficient,7.3,,insufficient,0.0,3.5861024542267237,good,84.9,192.9584265249538,good,71.6,68.73382740889782,good,74.0,28.88226882745472,good,52.0,119.3299137085703,good,84.3,0.00015842839036755386,good,52.2,796.3658000719166,sparse,46.0,,insufficient,1.4,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2021,3,31.19191837502351,good,79.4,74.19765438505449,good,57.6,6.109193719499258,good,70.4,11.723246450106984,good,76.8,14.09120619554695,good,77.1,12.44458470304624,good,68.1,0.7755693376333416,good,60.2,29.973779448621556,good,59.6,28.476626506024097,good,59.5,0.7194691943127962,sparse,47.3,2.92873031496063,sparse,45.5,,insufficient,0.2,,insufficient,0.1,,insufficient,4.5,,insufficient,0.0,2.1547489043097148,good,81.8,177.50806231155778,good,74.3,71.51867372783789,good,64.9,28.999271397616468,good,55.1,137.7618324704142,good,80.8,7.442691277165823e-05,good,50.2,802.457045528988,sparse,45.6,,insufficient,2.7,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
Chennai,Tamil Nadu,Tamil Nadu,2021,4,20.250423366578467,good,75.8,56.791592764173835,good,70.0,4.136940972889829,good,80.3,8.534405901116425,good,77.4,10.463639300646141,good,81.2,11.232538372985418,good,80.4,0.7274519427402862,good,75.5,28.07504759796325,good,69.7,35.95042905215928,good,55.0,0.6256229755992226,good,71.5,1.3885089141004863,good,66.7,,insufficient,0.0,,insufficient,0.0,,insufficient,1.2,,insufficient,0.0,1.9194641855245933,good,82.5,163.43336419103724,good,73.3,71.39623679102868,good,71.6,29.60097681607419,sparse,49.9,130.4156273692191,good,81.4,0.0006182380216383308,sparse,49.9,832.8702556668424,good,58.5,,insufficient,1.8,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,9,2015,2023,9
