city,state,state_original,year,month,PM2.5 (ug/m3)_mean,PM2.5 (ug/m3)_flag,PM2.5 (ug/m3)_coverage_pct,PM10 (ug/m3)_mean,PM10 (ug/m3)_flag,PM10 (ug/m3)_coverage_pct,NO (ug/m3)_mean,NO (ug/m3)_flag,NO (ug/m3)_coverage_pct,NO2 (ug/m3)_mean,NO2 (ug/m3)_flag,NO2 (ug/m3)_coverage_pct,NOx (ppb)_mean,NOx (ppb)_flag,NOx (ppb)_coverage_pct,SO2 (ug/m3)_mean,SO2 (ug/m3)_flag,SO2 (ug/m3)_coverage_pct,CO (mg/m3)_mean,CO (mg/m3)_flag,CO (mg/m3)_coverage_pct,Ozone (ug/m3)_mean,Ozone (ug/m3)_flag,Ozone (ug/m3)_coverage_pct,Benzene (ug/m3)_mean,Benzene (ug/m3)_flag,Benzene (ug/m3)_coverage_pct,Toluene (ug/m3)_mean,Toluene (ug/m3)_flag,Toluene (ug/m3)_coverage_pct,Eth-Benzene (ug/m3)_mean,Eth-Benzene (ug/m3)_flag,Eth-Benzene (ug/m3)_coverage_pct,MP-Xylene (ug/m3)_mean,MP-Xylene (ug/m3)_flag,MP-Xylene (ug/m3)_coverage_pct,O Xylene (ug/m3)_mean,O Xylene (ug/m3)_flag,O Xylene (ug/m3)_coverage_pct,WS (m/s)_mean,WS (m/s)_flag,WS (m/s)_coverage_pct,WD (degree)_mean,WD (degree)_flag,WD (degree)_coverage_pct,RH (%)_mean,RH (%)_flag,RH (%)_coverage_pct,AT (degree C)_mean,AT (degree C)_flag,AT (degree C)_coverage_pct,SR (W/mt2)_mean,SR (W/mt2)_flag,SR (W/mt2)_coverage_pct,RF (mm)_mean,RF (mm)_flag,RF (mm)_coverage_pct,BP (mmHg)_mean,BP (mmHg)_flag,BP (mmHg)_coverage_pct,NH3 (ug/m3)_mean,NH3 (ug/m3)_flag,NH3 (ug/m3)_coverage_pct,Xylene (ug/m3)_mean,Xylene (ug/m3)_flag,Xylene (ug/m3)_coverage_pct,CH4 (ug/m3)_mean,CH4 (ug/m3)_flag,CH4 (ug/m3)_coverage_pct,NMHC (ug/m3)_mean,NMHC (ug/m3)_flag,NMHC (ug/m3)_coverage_pct,THC (ug/m3)_mean,THC (ug/m3)_flag,THC (ug/m3)_coverage_pct,CO2 (mg/m3)_mean,CO2 (mg/m3)_flag,CO2 (mg/m3)_coverage_pct,HCHO (ug/m3)_mean,HCHO (ug/m3)_flag,HCHO (ug/m3)_coverage_pct,Hg (ug/m3)_mean,Hg (ug/m3)_flag,Hg (ug/m3)_coverage_pct,SPM (ug/m3)_mean,SPM (ug/m3)_flag,SPM (ug/m3)_coverage_pct,data_quality_tier,actual_data_years,data_first_year,data_last_year,n_stations
Rohtak,Haryana,Haryana,2022,1,109.12466484268124,good,98.3,,insufficient,0.0,12.947619699042406,good,98.3,53.63415868673051,good,98.3,35.97361149110807,good,98.3,11.058955007256895,good,92.6,1.4693810178817057,good,97.7,15.04764367816092,good,93.5,2.4907356948228885,good,98.7,1.1012125340599455,good,98.7,3.325994550408719,good,98.7,4.343692098092643,good,98.7,,insufficient,0.0,0.2682765667574932,good,98.7,135.1626021798365,good,98.7,86.37623978201636,good,98.7,,insufficient,0.0,99.06029972752043,good,98.7,0.03213896457765668,good,98.7,759.9046730245232,good,98.7,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,8,2016,2023,1
Rohtak,Haryana,Haryana,2022,2,93.57788519637462,good,98.5,,insufficient,0.0,16.478377125193198,good,96.3,61.93326120556415,good,96.3,44.815502318392575,good,96.3,9.597284768211921,good,89.9,0.9891950464396284,good,96.1,15.91921974522293,good,93.5,2.5030271084337348,good,98.8,1.1017319277108433,good,98.8,3.3317319277108433,good,98.8,4.322259036144579,good,98.8,,insufficient,0.0,0.4201734539969834,good,98.7,147.98485671191554,good,98.7,71.75930618401206,good,98.7,,insufficient,0.0,165.38432880844644,good,98.7,0.013478915662650602,good,98.8,757.2887330316742,good,98.7,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,8,2016,2023,1
Rohtak,Haryana,Haryana,2022,3,91.16857534246574,good,98.1,,insufficient,0.0,11.17058904109589,good,98.1,43.507561643835615,good,98.1,32.20608219178082,good,98.1,11.32322378716745,good,85.9,0.5602338376891335,good,97.7,27.263988764044942,good,95.7,2.4957571623465213,good,98.5,1.0951296043656207,good,98.5,3.3194815825375175,good,98.5,4.326534788540245,good,98.5,,insufficient,0.0,0.6628688524590165,good,98.4,134.0216256830601,good,98.4,56.825081967213116,good,98.4,,insufficient,0.0,199.11233606557377,good,98.4,6.821282401091406e-05,good,98.5,754.2598497267759,good,98.4,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,8,2016,2023,1
Rohtak,Haryana,Haryana,2022,4,108.17746458923514,good,98.1,,insufficient,0.0,17.06784702549575,good,98.1,62.32222379603399,good,98.1,43.60305949008499,good,98.1,17.798494077834178,good,82.1,0.27941011235955054,good,98.9,37.59130617977528,good,98.9,2.503207282913165,good,99.2,1.101792717086835,good,99.2,3.3277030812324937,good,99.2,4.328067226890756,good,99.2,,insufficient,0.0,0.8333426966292136,good,98.9,143.29759831460672,good,98.9,25.14318820224719,good,98.9,,insufficient,0.0,212.39254213483144,good,98.9,0.0006302521008403362,good,99.2,750.3856460674158,good,98.9,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,8,2016,2023,1
Rohtak,Haryana,Haryana,2022,5,120.9680487804878,good,93.7,,insufficient,0.0,13.350359712230215,good,93.4,43.75772661870504,good,93.4,29.88476258992806,good,93.4,23.05132042253521,good,76.3,0.47253218884120163,good,94.0,47.603004291845494,good,94.0,2.4984022824536374,good,94.2,1.1053922967189729,good,94.2,3.3275463623395147,good,94.2,4.32018544935806,good,94.2,,insufficient,0.0,0.7850929899856938,good,94.0,166.69244635193132,good,94.0,39.47502145922746,good,94.0,,insufficient,0.0,217.7483834048641,good,94.0,0.01472182596291013,good,94.2,746.7695422031474,good,94.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,8,2016,2023,1
Rohtak,Haryana,Haryana,2022,6,92.6099582172702,good,99.7,,insufficient,0.0,11.423699582753825,good,99.9,50.26696801112656,good,99.9,32.32694019471488,good,99.9,14.72443057722309,good,89.0,0.41883333333333334,good,100.0,42.80098611111111,good,100.0,2.515597222222222,good,100.0,1.09925,good,100.0,3.3224444444444443,good,100.0,4.308583333333334,good,100.0,,insufficient,0.0,0.8927361111111111,good,100.0,137.94815277777778,good,100.0,40.708305555555555,good,100.0,,insufficient,0.0,222.59218055555556,good,100.0,0.07159722222222221,good,100.0,745.943,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,8,2016,2023,1
Rohtak,Haryana,Haryana,2022,7,34.36565573770492,good,98.4,,insufficient,0.0,12.643328785811732,good,98.5,37.29517711171662,good,98.7,26.562302452316075,good,98.7,13.726604938271604,good,87.1,0.3451972789115646,good,98.8,29.299156462585035,good,98.8,2.4967391304347823,good,98.9,1.1102717391304346,good,98.9,3.3200408163265305,good,98.8,4.306059782608696,good,98.9,,insufficient,0.0,0.679469387755102,good,98.8,172.2687074829932,good,98.8,77.21337414965987,good,98.8,,insufficient,0.0,171.3617823129252,good,98.8,0.050339673913043476,good,98.9,747.2619727891157,good,98.8,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,8,2016,2023,1
Rohtak,Haryana,Haryana,2022,8,26.028394557823127,good,98.8,,insufficient,0.0,10.246445047489825,good,99.1,35.7638670284939,good,99.1,24.118995929443688,good,99.1,11.249318518518518,good,90.7,0.2835772357723577,good,99.2,29.18241192411924,good,99.2,1.5514227642276421,good,99.2,3.002872628726287,good,99.2,2.3665989159891603,good,99.2,3.3733468834688343,good,99.2,,insufficient,0.0,0.7264227642276422,good,99.2,156.90455284552846,good,99.2,73.30840108401084,good,99.2,,insufficient,0.0,185.49540650406507,good,99.2,0.017249322493224934,good,99.2,747.9087398373985,good,99.2,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,8,2016,2023,1
Rohtak,Haryana,Haryana,2022,9,38.46851535836177,good,81.4,,insufficient,0.0,22.174795763993945,good,91.8,36.766006051437216,good,91.8,34.40977307110439,good,91.8,10.316470588235294,good,85.0,0.35016616314199395,good,91.9,28.969365558912383,good,91.9,1.4978796992481203,good,92.4,3.102887218045113,good,92.4,2.3184962406015037,good,92.4,3.3102105263157893,good,92.4,,insufficient,0.0,0.7102413273001508,good,92.1,162.92953242835597,good,92.1,73.51633484162896,good,92.1,,insufficient,0.0,174.185580693816,good,92.1,0.06618618618618619,good,92.5,750.1590196078432,good,92.1,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,8,2016,2023,1
Rohtak,Haryana,Haryana,2022,10,68.32922098569158,good,84.5,,insufficient,0.0,23.253535031847136,good,84.4,33.63343402225755,good,84.5,35.72858280254777,good,84.4,10.161958762886599,good,78.2,0.5859717868338559,good,85.8,33.69062111801242,good,86.6,1.0880340557275543,good,86.8,3.092414860681114,good,86.8,2.3224148606811146,good,86.8,3.3158668730650156,good,86.8,,insufficient,0.0,0.5909394409937889,good,86.6,150.59933229813666,good,86.6,71.57805900621119,good,86.6,,insufficient,0.0,153.20701863354037,good,86.6,0.00781733746130031,good,86.8,755.6616149068324,good,86.6,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,8,2016,2023,1
Rohtak,Haryana,Haryana,2022,11,114.36754335260115,good,96.1,,insufficient,0.0,27.048834532374105,good,96.5,43.41375539568345,good,96.5,43.08398561151078,good,96.5,13.40696343402226,good,87.4,0.6679538904899135,good,96.4,39.12238505747126,good,96.7,0.5095114942528736,good,96.7,3.1085775862068963,good,96.7,2.3147126436781607,good,96.7,3.3230747126436784,good,96.7,,insufficient,0.0,0.5607614942528735,good,96.7,139.09067528735633,good,96.7,62.636436781609206,good,96.7,,insufficient,0.0,143.1819252873563,good,96.7,0.00014367816091954023,good,96.7,757.8135057471263,good,96.7,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,8,2016,2023,1
Rohtak,Haryana,Haryana,2022,12,89.49573018080666,good,96.6,,insufficient,0.0,24.705994587280102,good,99.3,40.961285520974286,good,99.3,40.606765899864676,good,99.3,10.052110778443113,good,89.8,0.6239809782608695,good,98.9,39.076932432432436,good,99.5,0.5085290148448043,good,99.6,3.100607287449393,good,99.6,2.315195681511471,good,99.6,3.3323616734143044,good,99.6,,insufficient,0.0,0.36811486486486483,good,99.5,130.4009864864865,good,99.5,73.92058108108108,good,99.5,,insufficient,0.0,119.85999999999999,good,99.5,0.00043184885290148455,good,99.6,759.1200540540542,good,99.5,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,8,2016,2023,1
Rohtak,Haryana,Haryana,2023,1,82.88002702702703,good,99.5,,insufficient,0.0,16.604121621621623,good,99.5,42.709689189189184,good,99.5,33.57810810810811,good,99.5,6.583075862068965,good,97.4,0.5417297297297298,good,99.5,39.153814016172504,good,99.7,0.5128532974427994,good,99.9,3.107200538358008,good,99.9,2.3241588156123822,good,99.9,3.3117227456258407,good,99.9,,insufficient,0.0,0.26987196765498656,good,99.7,142.87504043126685,good,99.7,81.63421832884097,good,99.7,,insufficient,0.0,107.94075471698112,good,99.7,0.005518169582772544,good,99.9,760.9040700808627,good,99.7,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,8,2016,2023,1
Rohtak,Haryana,Haryana,2023,2,63.85330316742081,good,98.7,,insufficient,0.0,15.684496240601502,good,99.0,32.54994002998501,good,99.3,27.194662668665668,good,99.3,8.700966666666666,good,89.3,0.5959789156626506,good,98.8,39.03793413173652,good,99.4,0.5097005988023953,good,99.4,3.100703592814371,good,99.4,2.325898203592814,good,99.4,3.3141317365269463,good,99.4,,insufficient,0.0,0.46929640718562876,good,99.4,126.02610778443112,good,99.4,68.08850299401198,good,99.4,,insufficient,0.0,186.7190868263473,good,99.4,0.00022455089820359284,good,99.4,757.7177994011976,good,99.4,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,8,2016,2023,1
Rohtak,Haryana,Haryana,2023,3,44.998604336043364,good,99.2,,insufficient,0.0,7.987904360056258,good,95.6,25.970436005625878,good,95.6,18.317651195499298,good,95.6,14.026685236768802,good,96.5,0.5216644113667117,good,99.3,39.04497970230041,good,99.3,0.5022598105548037,good,99.3,3.0965899864682003,good,99.3,2.3130987821380247,good,99.3,3.301864864864865,good,99.5,,insufficient,0.0,0.6028213802435725,good,99.3,152.32997293640054,good,99.3,64.48066305818674,good,99.3,,insufficient,0.0,194.33096075778076,good,99.3,0.02054054054054054,good,99.5,756.2551556156969,good,99.3,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_1,8,2016,2023,1
