city,state,state_original,year,month,PM2.5 (ug/m3)_mean,PM2.5 (ug/m3)_flag,PM2.5 (ug/m3)_coverage_pct,PM10 (ug/m3)_mean,PM10 (ug/m3)_flag,PM10 (ug/m3)_coverage_pct,NO2 (ug/m3)_mean,NO2 (ug/m3)_flag,NO2 (ug/m3)_coverage_pct,NOx (ppb)_mean,NOx (ppb)_flag,NOx (ppb)_coverage_pct,SO2 (ug/m3)_mean,SO2 (ug/m3)_flag,SO2 (ug/m3)_coverage_pct,CO (mg/m3)_mean,CO (mg/m3)_flag,CO (mg/m3)_coverage_pct,NH3 (ug/m3)_mean,NH3 (ug/m3)_flag,NH3 (ug/m3)_coverage_pct,Ozone (ug/m3)_mean,Ozone (ug/m3)_flag,Ozone (ug/m3)_coverage_pct,Benzene (ug/m3)_mean,Benzene (ug/m3)_flag,Benzene (ug/m3)_coverage_pct,Toluene (ug/m3)_mean,Toluene (ug/m3)_flag,Toluene (ug/m3)_coverage_pct,Eth-Benzene (ug/m3)_mean,Eth-Benzene (ug/m3)_flag,Eth-Benzene (ug/m3)_coverage_pct,WS (m/s)_mean,WS (m/s)_flag,WS (m/s)_coverage_pct,WD (degree)_mean,WD (degree)_flag,WD (degree)_coverage_pct,RH (%)_mean,RH (%)_flag,RH (%)_coverage_pct,AT (degree C)_mean,AT (degree C)_flag,AT (degree C)_coverage_pct,SR (W/mt2)_mean,SR (W/mt2)_flag,SR (W/mt2)_coverage_pct,RF (mm)_mean,RF (mm)_flag,RF (mm)_coverage_pct,NO (ug/m3)_mean,NO (ug/m3)_flag,NO (ug/m3)_coverage_pct,MP-Xylene (ug/m3)_mean,MP-Xylene (ug/m3)_flag,MP-Xylene (ug/m3)_coverage_pct,O Xylene (ug/m3)_mean,O Xylene (ug/m3)_flag,O Xylene (ug/m3)_coverage_pct,Xylene (ug/m3)_mean,Xylene (ug/m3)_flag,Xylene (ug/m3)_coverage_pct,BP (mmHg)_mean,BP (mmHg)_flag,BP (mmHg)_coverage_pct,CH4 (ug/m3)_mean,CH4 (ug/m3)_flag,CH4 (ug/m3)_coverage_pct,NMHC (ug/m3)_mean,NMHC (ug/m3)_flag,NMHC (ug/m3)_coverage_pct,THC (ug/m3)_mean,THC (ug/m3)_flag,THC (ug/m3)_coverage_pct,CO2 (mg/m3)_mean,CO2 (mg/m3)_flag,CO2 (mg/m3)_coverage_pct,HCHO (ug/m3)_mean,HCHO (ug/m3)_flag,HCHO (ug/m3)_coverage_pct,Hg (ug/m3)_mean,Hg (ug/m3)_flag,Hg (ug/m3)_coverage_pct,SPM (ug/m3)_mean,SPM (ug/m3)_flag,SPM (ug/m3)_coverage_pct,data_quality_tier,actual_data_years,data_first_year,data_last_year,n_stations
Ujjain,Madhya Pradesh,Madhya Pradesh,2021,10,34.19618457300275,good,97.6,122.01051490514905,good,99.2,17.200714285714287,good,99.7,10.639959568733154,good,99.7,5.610135317997293,good,99.3,0.6882860998650473,good,99.6,18.28920485175202,good,99.7,61.29920592193809,good,99.9,0.39725806451612905,good,100.0,3.177123655913978,good,100.0,0.5706656804733728,good,90.9,1.9155510752688174,good,100.0,160.71818548387097,good,100.0,56.59038978494624,good,100.0,29.418682795698924,good,100.0,108.03125,good,100.0,0.011021505376344085,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ujjain,Madhya Pradesh,Madhya Pradesh,2021,11,62.55605714285714,good,97.2,159.81029914529915,good,97.5,29.134985754985752,good,97.5,17.957507122507124,good,97.5,9.68011396011396,good,97.5,1.0221921921921924,good,92.5,23.35542735042735,good,97.5,59.991137980085355,good,97.6,0.5796746817538897,good,98.2,3.4756011315417257,good,98.2,1.023556187766714,good,97.6,2.0068599717114566,good,98.2,93.56717114568599,good,98.2,45.29468175388968,good,98.2,27.764398868458276,good,98.2,94.82330975954739,good,98.2,0.0010183875530410183,good,98.2,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ujjain,Madhya Pradesh,Madhya Pradesh,2021,12,61.81393775372125,good,99.3,157.9842663043478,good,98.9,31.23724462365592,good,100.0,20.560174731182794,good,100.0,4.770080862533693,good,99.7,1.0385215053763441,good,100.0,28.30736559139785,good,100.0,64.30739247311827,good,100.0,0.4791666666666667,good,100.0,2.724811827956989,good,100.0,0.7501269393511988,good,95.3,2.0527150537634404,good,100.0,107.14986559139786,good,100.0,62.388440860215056,good,100.0,25.577412634408603,good,100.0,74.47379032258064,good,100.0,0.003077956989247312,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ujjain,Madhya Pradesh,Madhya Pradesh,2022,1,63.2831983805668,good,99.6,165.09123055162658,good,95.0,20.60102425876011,good,99.7,14.252061994609162,good,99.7,5.773104838709677,good,100.0,0.927554347826087,good,98.9,21.01582210242588,good,99.7,53.70493279569892,good,100.0,0.3753091397849463,good,100.0,1.7543145161290323,good,100.0,0.47304918032786886,good,82.0,2.1202150537634408,good,100.0,133.11682795698925,good,100.0,65.375,good,100.0,24.271283602150536,good,100.0,88.62836021505376,good,100.0,0.004166666666666667,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ujjain,Madhya Pradesh,Madhya Pradesh,2022,2,72.19009022556392,good,99.0,188.21553223388304,good,99.3,24.219865470852017,good,99.6,16.72645739910314,good,99.6,6.993707025411061,good,99.6,1.0202719033232628,good,98.5,23.885485799701044,good,99.6,59.06169895678092,good,99.9,0.3411904761904762,good,100.0,1.9135565476190475,good,100.0,0.5741946902654868,good,84.1,2.0745535714285714,good,100.0,156.68080357142858,good,100.0,47.48424107142857,good,100.0,25.244553571428575,good,100.0,109.42398809523809,good,100.0,0.0,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ujjain,Madhya Pradesh,Madhya Pradesh,2022,3,56.906586021505376,good,100.0,173.8300940860215,good,100.0,21.33324200913242,good,88.3,13.295144596651445,good,88.3,6.962151724137931,good,97.4,0.8051075268817204,good,100.0,22.5227701674277,good,88.3,63.06911051212938,good,99.7,0.254502688172043,good,100.0,1.7345564516129033,good,100.0,0.3181060606060606,good,71.0,1.982244623655914,good,100.0,176.60685483870967,good,100.0,30.2552688172043,good,100.0,29.035262096774193,good,100.0,129.4718817204301,good,100.0,0.0013172043010752689,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ujjain,Madhya Pradesh,Madhya Pradesh,2022,4,68.1632801161103,good,95.7,180.38115044247786,good,94.2,21.022675585284283,good,83.1,12.240501672240804,good,83.1,12.749730586370841,good,87.6,0.7851951951951953,good,92.5,23.41321608040201,good,82.9,52.08505327245054,good,91.2,0.14250000000000002,good,96.7,0.9239942528735633,good,96.7,0.5925000000000001,sparse,37.8,2.584651515151515,good,91.7,241.93839393939393,good,91.7,19.56957575757576,good,91.7,29.487257575757575,good,91.7,147.1419090909091,good,91.7,0.0,good,91.7,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ujjain,Madhya Pradesh,Madhya Pradesh,2022,5,57.290478011472274,good,70.3,224.76038575667656,good,90.6,10.357195467422097,good,94.9,6.718611898016998,good,94.9,9.690786516853933,good,95.7,0.7287290502793295,good,96.2,25.73278014184397,good,94.8,48.04539325842697,good,95.7,0.06810249307479224,good,97.0,0.898448753462604,good,97.0,0.49039877300613505,sparse,43.8,4.227811634349031,good,97.0,241.58148199445986,good,97.0,30.588296398891966,good,97.0,32.01790166204986,good,97.0,143.76696675900277,good,97.0,0.0003047091412742382,good,97.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ujjain,Madhya Pradesh,Madhya Pradesh,2022,6,,insufficient,20.4,110.05551575931231,good,96.9,9.097542134831462,good,98.9,5.759831460674158,good,98.9,7.106134453781514,good,99.2,0.6810754189944135,good,99.4,19.887401685393257,good,98.9,56.27696378830084,good,99.7,0.03280555555555555,good,100.0,0.4420138888888889,good,100.0,,insufficient,16.7,4.0384166666666665,good,100.0,244.64698611111115,good,100.0,51.953125,good,100.0,31.91472916666667,good,100.0,126.24791666666667,good,100.0,0.060541666666666674,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ujjain,Madhya Pradesh,Madhya Pradesh,2022,7,16.019327610872676,good,94.0,67.0331330472103,good,94.0,8.97514409221902,good,93.3,6.023472622478386,good,93.3,5.3822701149425285,good,93.5,0.8390865384615385,good,55.9,17.152175792507204,good,93.3,30.06904148783977,good,94.0,0.009188034188034187,good,94.4,0.33616809116809115,good,94.4,,insufficient,5.4,3.2352117263843647,good,82.5,248.82356677524427,good,82.5,79.909332247557,good,82.5,30.57939739413681,good,82.5,76.22244299674267,good,82.5,0.072557003257329,good,82.5,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ujjain,Madhya Pradesh,Madhya Pradesh,2022,8,24.05741042345277,good,82.5,71.55877742946709,good,85.8,6.7476971608832805,good,85.2,5.040804416403786,good,85.2,5.315133858267716,good,85.3,0.6546536412078153,good,75.7,17.92004731861199,good,85.2,27.959937500000002,good,86.0,0.012223950233281494,good,86.4,0.30049766718507004,good,86.4,,insufficient,5.4,3.6181337480559876,good,86.4,231.88919129082427,good,86.4,79.70555209953343,good,86.4,29.672799377916018,good,86.4,86.1250699844479,good,86.4,0.11608087091757385,good,86.4,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ujjain,Madhya Pradesh,Madhya Pradesh,2022,9,34.72477379095164,good,89.0,87.62402496099844,good,89.0,9.507965571205007,good,88.8,7.193082942097027,good,88.8,5.307194357366771,good,88.6,0.6714592274678111,good,64.7,17.774976525821597,good,88.8,31.896087636932705,good,88.8,0.02221528861154446,good,89.0,0.34432137285491415,good,89.0,,insufficient,10.8,2.81609375,good,88.9,205.24634375,good,88.9,71.967578125,good,88.9,29.692140625,good,88.9,92.20546875,good,88.9,0.043984375,good,88.9,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ujjain,Madhya Pradesh,Madhya Pradesh,2022,10,61.302115384615384,good,69.9,124.22727272727273,good,99.1,25.595448154657294,good,76.5,16.420964912280702,good,76.6,8.429946164199192,good,99.9,0.8814650537634408,good,100.0,26.71019332161687,good,76.5,48.08660351826793,good,99.3,0.14463709677419354,good,100.0,0.5875940860215054,good,100.0,0.25488700564971756,sparse,47.6,1.9731586021505378,good,100.0,143.33064516129033,good,100.0,51.47290322580645,good,100.0,29.4614247311828,good,100.0,106.89784946236558,good,100.0,0.022244623655913974,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ujjain,Madhya Pradesh,Madhya Pradesh,2022,11,73.90938888888888,good,100.0,156.67604166666666,good,100.0,46.43888111888112,good,99.3,32.081776223776224,good,99.3,10.644853146853146,good,99.3,1.2775238095238093,good,87.5,35.678377622377624,good,99.3,53.47526392961878,good,94.7,0.10098611111111112,good,100.0,0.7353888888888889,good,100.0,0.2603627760252366,good,88.1,1.5490277777777777,good,100.0,131.7765,good,100.0,44.14791666666667,good,100.0,28.657631944444443,good,100.0,92.68113888888888,good,100.0,0.0,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ujjain,Madhya Pradesh,Madhya Pradesh,2022,12,74.2076690647482,good,93.4,149.53103151862464,good,93.8,38.66290647482015,good,93.4,25.0874964028777,good,93.4,9.425625899280575,good,93.4,1.2020977011494252,good,93.5,31.713611510791367,good,93.4,51.85164948453609,good,91.3,0.08097421203438394,good,93.8,0.3969054441260744,good,93.8,0.13471074380165288,sparse,48.8,1.885343839541547,good,93.8,113.40974212034384,good,93.8,57.03270773638969,good,93.8,27.197084527220635,good,93.8,81.16822349570201,good,93.8,0.0009312320916905444,good,93.8,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ujjain,Madhya Pradesh,Madhya Pradesh,2023,1,92.6224087591241,good,92.1,166.54495621716288,good,76.7,38.17675287356322,good,93.5,23.34653735632184,good,93.5,9.163739376770538,good,94.9,1.2043724137931036,good,97.4,26.545383522727274,good,94.6,50.5981955922865,good,97.6,0.06610192837465564,good,97.6,0.24822314049586777,good,97.6,,insufficient,16.5,2.3309504132231407,good,97.6,113.41334710743801,good,97.6,61.39611570247934,good,97.6,25.58043388429752,good,97.6,82.3305785123967,good,97.6,0.0002754820936639119,good,97.6,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ujjain,Madhya Pradesh,Madhya Pradesh,2023,2,62.315,good,100.0,162.47619047619048,good,100.0,34.25742899850523,good,99.6,20.334260089686097,good,99.6,8.212352941176471,good,98.7,1.4670684523809523,good,100.0,28.488744394618834,good,99.6,46.310092165898624,good,96.9,0.06398809523809523,good,100.0,0.29345238095238096,good,100.0,0.1258671586715867,sparse,40.3,1.7212500000000002,good,100.0,174.74144345238096,good,100.0,44.45907738095238,good,100.0,27.772641369047626,good,100.0,109.47619047619048,good,100.0,0.0,good,100.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ujjain,Madhya Pradesh,Madhya Pradesh,2023,3,127.77113085621971,good,83.2,119.17268518518519,good,72.6,17.109172610556346,good,94.2,11.152967189728958,good,94.2,9.037349570200572,good,93.8,0.9865638148667603,good,95.8,23.4355587808418,good,92.6,60.436295774647895,good,95.4,0.02045698924731183,good,100.0,0.14928763440860218,good,100.0,0.1485135135135135,sparse,29.8,2.482988505747126,good,58.5,206.91549425287357,good,58.5,41.52565517241379,good,58.5,29.51655172413793,good,58.5,115.22988505747126,good,58.5,0.0021149425287356324,good,58.5,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
