city,state,state_original,year,month,PM2.5 (ug/m3)_mean,PM2.5 (ug/m3)_flag,PM2.5 (ug/m3)_coverage_pct,PM10 (ug/m3)_mean,PM10 (ug/m3)_flag,PM10 (ug/m3)_coverage_pct,NO (ug/m3)_mean,NO (ug/m3)_flag,NO (ug/m3)_coverage_pct,NO2 (ug/m3)_mean,NO2 (ug/m3)_flag,NO2 (ug/m3)_coverage_pct,NOx (ppb)_mean,NOx (ppb)_flag,NOx (ppb)_coverage_pct,SO2 (ug/m3)_mean,SO2 (ug/m3)_flag,SO2 (ug/m3)_coverage_pct,CO (mg/m3)_mean,CO (mg/m3)_flag,CO (mg/m3)_coverage_pct,NH3 (ug/m3)_mean,NH3 (ug/m3)_flag,NH3 (ug/m3)_coverage_pct,Ozone (ug/m3)_mean,Ozone (ug/m3)_flag,Ozone (ug/m3)_coverage_pct,Benzene (ug/m3)_mean,Benzene (ug/m3)_flag,Benzene (ug/m3)_coverage_pct,Toluene (ug/m3)_mean,Toluene (ug/m3)_flag,Toluene (ug/m3)_coverage_pct,Xylene (ug/m3)_mean,Xylene (ug/m3)_flag,Xylene (ug/m3)_coverage_pct,WS (m/s)_mean,WS (m/s)_flag,WS (m/s)_coverage_pct,WD (degree)_mean,WD (degree)_flag,WD (degree)_coverage_pct,RH (%)_mean,RH (%)_flag,RH (%)_coverage_pct,AT (degree C)_mean,AT (degree C)_flag,AT (degree C)_coverage_pct,SR (W/mt2)_mean,SR (W/mt2)_flag,SR (W/mt2)_coverage_pct,BP (mmHg)_mean,BP (mmHg)_flag,BP (mmHg)_coverage_pct,Eth-Benzene (ug/m3)_mean,Eth-Benzene (ug/m3)_flag,Eth-Benzene (ug/m3)_coverage_pct,MP-Xylene (ug/m3)_mean,MP-Xylene (ug/m3)_flag,MP-Xylene (ug/m3)_coverage_pct,O Xylene (ug/m3)_mean,O Xylene (ug/m3)_flag,O Xylene (ug/m3)_coverage_pct,RF (mm)_mean,RF (mm)_flag,RF (mm)_coverage_pct,CH4 (ug/m3)_mean,CH4 (ug/m3)_flag,CH4 (ug/m3)_coverage_pct,NMHC (ug/m3)_mean,NMHC (ug/m3)_flag,NMHC (ug/m3)_coverage_pct,THC (ug/m3)_mean,THC (ug/m3)_flag,THC (ug/m3)_coverage_pct,CO2 (mg/m3)_mean,CO2 (mg/m3)_flag,CO2 (mg/m3)_coverage_pct,HCHO (ug/m3)_mean,HCHO (ug/m3)_flag,HCHO (ug/m3)_coverage_pct,Hg (ug/m3)_mean,Hg (ug/m3)_flag,Hg (ug/m3)_coverage_pct,SPM (ug/m3)_mean,SPM (ug/m3)_flag,SPM (ug/m3)_coverage_pct,data_quality_tier,actual_data_years,data_first_year,data_last_year,n_stations
Ludhiana,Punjab,Punjab,2020,5,36.64253711201079,good,99.6,79.4504318488529,good,99.6,12.434690909090909,sparse,37.0,19.16992857142857,sparse,37.6,33.61812056737588,sparse,37.9,10.589360544217687,good,98.8,0.33892183288409705,good,99.7,10.842517730496455,sparse,37.9,30.89379591836735,good,98.8,1.6390174966352624,good,99.9,7.722880215343204,good,99.9,,insufficient,0.0,0.49959623149394344,good,99.9,190.52648721399729,good,99.9,42.01541049798115,good,99.9,30.30457604306864,good,99.9,285.9118116975749,good,94.2,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2020,6,33.06899004267425,good,97.6,86.71660028449503,good,97.6,9.670043604651163,good,95.6,17.736075581395347,good,95.6,27.22868115942029,good,95.8,4.823165467625899,good,96.5,0.3021848739495798,good,99.2,8.414026162790698,good,95.6,59.554226950354604,good,97.9,1.6010084033613443,good,99.2,5.35781512605042,good,99.2,,insufficient,0.0,0.5369327731092437,good,99.2,161.17028011204482,good,99.2,55.184691876750705,good,99.2,32.07879551820728,good,99.2,308.8341281669151,good,93.2,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2020,7,33.464068493150684,good,98.1,121.73095238095237,sparse,28.2,9.135006839945282,good,98.3,24.856060191518466,good,98.3,31.731342465753425,good,98.1,4.250122950819672,good,98.4,0.22402721088435373,good,98.8,18.526191780821918,good,98.1,44.336662106703145,good,98.3,1.5807482993197277,good,98.8,5.27934693877551,good,98.8,,insufficient,0.0,0.5255646258503401,good,98.8,174.7533333333333,good,98.8,77.98542857142856,good,98.8,30.86008163265306,good,98.8,305.0773758865248,good,94.8,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2020,8,25.283374827109267,good,97.2,43.778463611859834,sparse,49.9,11.124530551415797,good,90.2,16.461770833333333,good,90.3,26.123407407407413,good,90.7,4.666928471248247,good,95.8,0.2576092896174863,good,98.4,8.965565476190475,good,90.3,28.10340782122905,good,96.2,1.6000682128240107,good,98.5,7.143888130968622,good,98.5,,insufficient,0.0,0.4988267394270123,good,98.5,162.23837653478856,good,98.5,82.77541609822646,good,98.5,30.48818553888131,good,98.5,286.3137361111111,good,96.8,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2020,9,34.45470588235294,good,99.2,72.9073949579832,good,99.2,7.657709251101321,good,94.6,15.832393538913363,good,94.6,22.451700879765397,good,94.7,5.19820476858345,good,99.0,0.4535055865921788,good,99.4,9.133788546255508,good,94.6,29.595428156748913,good,95.7,1.3820530726256983,good,99.4,6.214281729428172,good,99.6,,insufficient,0.0,0.38148044692737426,good,99.4,236.4344490934449,good,99.6,77.0007949790795,good,99.6,29.924783821478382,good,99.6,273.2795391061452,good,99.4,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2020,10,76.63203296703297,good,97.8,145.8188630136986,good,98.1,18.160459770114944,good,93.5,20.759094827586203,good,93.5,37.98894436519258,good,94.2,7.592047685834502,good,95.8,0.510480109739369,good,98.0,22.631371428571427,good,94.1,32.099106628242076,good,93.3,1.60656634746922,good,98.3,7.444459644322845,good,98.3,,insufficient,0.0,0.28758196721311474,good,98.4,237.764829001368,good,98.3,56.988700410396724,good,98.3,24.626347469220246,good,98.3,174.38205198358412,good,98.3,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2020,11,93.16757619738753,good,95.7,183.510115942029,good,95.8,23.353661360347324,good,96.0,30.211143270622287,good,96.0,53.72161849710983,good,96.1,8.785664739884394,good,96.1,0.7104755043227665,good,96.4,30.442764109985525,good,96.0,24.86583931133429,good,96.8,1.6951076040172164,good,96.8,8.685236728837877,good,96.8,,insufficient,0.0,0.301506456241033,good,96.8,219.89032998565278,good,96.8,67.00370157819225,good,96.8,17.283213773314205,good,96.8,140.03713055954088,good,96.8,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2020,12,69.77234013605442,good,98.8,141.10323770491803,good,98.4,17.34968622100955,good,98.5,24.890150068212822,good,98.5,42.08318801089918,good,98.7,5.952841530054644,good,98.4,0.6144813278008299,good,97.2,18.508799454297407,good,98.5,18.673347953216375,good,91.9,1.2340363128491618,good,96.2,4.59370990237099,good,96.4,,insufficient,0.0,0.4196054421768708,good,98.8,233.7534285714286,good,98.8,84.50121088435374,good,98.8,12.66613605442177,good,98.8,134.49621768707482,good,98.8,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2021,1,50.45555090655509,good,96.4,118.2092463768116,good,92.7,17.028970380818055,good,95.3,33.098028169014086,good,95.4,49.96378151260504,good,96.0,9.026918767507004,good,96.0,0.658923076923077,good,96.1,33.77052112676056,good,95.4,16.5774964838256,good,95.6,1.2381692094313455,good,96.9,5.023472222222222,good,96.8,,insufficient,0.0,0.5037309292649098,good,96.9,212.54018055555554,good,96.8,92.09443055555556,good,96.8,11.667583333333333,good,96.8,147.32430555555555,good,96.8,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2021,2,50.88071207430341,good,96.1,116.03477491961415,good,92.6,26.349183673469387,good,94.8,51.45086460032626,good,91.2,75.01090766823161,good,95.1,8.380951612903225,good,92.3,0.9294565217391303,good,95.8,67.53794348508634,good,94.8,13.077566225165564,good,89.9,1.223080495356037,good,96.1,6.756563944530047,good,96.6,,insufficient,0.0,0.4327230769230769,good,96.7,226.4645538461538,good,96.7,82.79209230769231,good,96.7,16.745876923076924,good,96.7,174.57446676970633,good,96.3,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2021,3,53.39324585635359,good,97.3,118.29288184438039,good,93.3,31.301264367816092,good,93.5,50.94696839080461,good,93.5,81.71160228898427,good,94.0,8.149722222222222,good,96.8,0.4952301255230126,good,96.4,25.718218390804594,good,93.5,20.41068340306834,good,96.4,1.0197393689986285,good,98.0,6.608779149519891,good,98.0,,insufficient,0.0,0.5382876712328767,good,98.1,220.34181069958848,good,98.0,57.60565157750344,good,98.0,22.954211248285322,good,98.0,207.94370523415978,good,97.6,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2021,4,44.55990154711674,good,98.8,94.58287323943661,good,98.6,24.55284702549575,good,98.1,40.787736916548795,good,98.2,65.22256699576869,good,98.5,9.450437853107344,good,98.3,0.4573239436619719,good,98.6,18.221737288135593,good,98.3,23.374600280504907,good,99.0,1.0278151260504202,good,99.2,8.320252454417952,good,99.0,,insufficient,0.0,0.4727132867132867,good,99.3,215.7416806722689,good,99.2,35.44344537815127,good,99.2,26.483207282913163,good,99.2,250.26745269286758,good,95.4,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2021,5,52.15693370165745,good,97.3,123.30213001383126,good,97.2,20.57344923504868,good,96.6,26.87281553398058,good,96.9,47.25976486860304,good,97.2,10.668454038997215,good,96.5,0.4176657458563536,good,97.3,20.695167130919216,good,96.5,27.954088397790052,good,97.3,0.97232782369146,good,97.6,6.222603305785124,good,97.6,,insufficient,0.0,0.5339339752407154,good,97.7,181.25143250688706,good,97.6,41.13168044077135,good,97.6,30.050537190082643,good,97.6,276.32511267605634,good,95.4,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2021,6,46.868625377643504,good,91.9,104.04571860816944,good,91.8,14.742515243902439,good,91.1,21.220213414634145,good,91.1,35.912549317147196,good,91.5,8.88847926267281,good,90.4,0.41223076923076923,good,90.3,17.824710365853655,good,91.1,28.052795216741405,good,92.9,0.847707100591716,good,93.9,6.094792899408284,good,93.9,,insufficient,0.0,0.514796992481203,good,92.4,181.88076691729322,good,92.4,57.175172932330824,good,92.4,31.423064024390243,good,91.1,308.21662939297124,good,86.9,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2021,7,42.30276536312849,good,96.2,89.06675213675214,good,94.4,13.65576341127923,good,97.7,15.818803301237965,good,97.7,29.48787379972565,good,98.0,5.696904761904762,good,96.0,0.6122790055248618,good,97.3,9.868115543328749,good,97.7,17.941246575342465,good,98.1,0.8220765027322404,good,98.4,4.829699863574352,good,98.5,,insufficient,0.0,0.4858253751705321,good,98.5,163.91136425648023,good,98.5,76.7425238744884,good,98.5,,insufficient,0.0,266.5110169491525,good,95.2,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2021,8,35.036937062937064,good,96.1,76.4113725490196,good,96.0,12.644068278805118,good,94.5,14.878577524893313,good,94.5,26.504348441926346,good,94.9,6.824293865905848,good,94.2,0.6979776847977686,good,96.4,15.505007112375534,good,94.5,18.333319502074687,good,97.2,0.24211748633879784,good,98.4,1.6179371584699453,good,98.4,,insufficient,0.0,0.36244565217391306,good,98.9,190.7413451086956,good,98.9,83.75982336956521,good,98.9,,insufficient,0.0,270.7392116182573,good,97.2,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2021,9,30.247377777777782,good,93.8,65.52472303206997,good,95.3,10.705927536231885,good,95.8,11.96549275362319,good,95.8,22.307384393063582,good,96.1,8.521541786743517,good,96.4,0.7386560693641618,good,96.1,9.777666666666667,good,95.8,18.814949640287768,good,96.5,0.0,good,97.9,0.0,good,98.1,,insufficient,0.0,0.3277966101694915,good,98.3,172.29697740112996,good,98.3,89.49364406779661,good,98.3,,insufficient,0.0,222.11028409090912,good,97.8,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2021,10,56.27457886676876,good,87.8,118.23848392036756,good,87.8,18.54811836115326,good,88.6,21.411411229135055,good,88.6,39.687819548872184,good,89.4,7.216338461538463,good,87.4,0.8818947368421052,good,89.4,15.959317147192714,good,88.6,25.401534954407293,good,88.4,0.5831937984496124,good,86.7,2.2231797235023043,good,87.5,,insufficient,0.0,0.34837997054491904,good,91.3,219.0322974963181,good,91.3,73.99708394698087,good,91.3,,insufficient,0.0,191.48166912850812,good,91.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2021,11,102.56525139664805,good,99.4,209.26039772727273,good,97.8,24.642363636363637,good,99.3,37.46337062937062,good,99.3,61.956309192200564,good,99.7,13.928095238095239,good,99.2,1.538435754189944,good,99.4,23.700181818181814,good,99.3,20.89791086350975,good,99.7,1.3539499304589708,good,99.9,8.851694444444444,good,100.0,,insufficient,0.0,0.27593055555555557,good,100.0,204.84391666666667,good,100.0,68.08126388888888,good,100.0,,insufficient,0.0,160.28009722222222,good,100.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2021,12,89.13433604336043,good,99.2,177.8631842818428,good,99.2,28.34331950207469,good,97.2,31.075421853388658,good,97.2,59.36977900552486,good,97.3,22.812395128552097,good,99.3,1.5860109289617488,good,98.4,36.31372060857538,good,97.2,19.003474114441417,good,98.7,1.1523918918918918,good,99.5,6.964324324324325,good,99.5,,insufficient,0.0,0.3053513513513514,good,99.5,221.69333783783784,good,99.5,82.31936486486485,good,99.5,,insufficient,0.0,147.39936486486485,good,99.5,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2022,1,50.64146174863389,good,98.4,106.23318741450068,good,98.3,12.692077028885832,good,97.7,21.23193947730399,good,97.7,33.884704264099035,good,97.7,10.315964187327824,good,97.6,0.8899862825788751,good,98.0,22.29149931224209,good,97.7,19.738793103448277,good,93.5,0.9972826086956522,good,98.9,3.2166576454668467,good,99.3,,insufficient,0.0,0.45947225981055484,good,99.3,208.4118809201624,good,99.3,94.35451962110962,good,99.3,,insufficient,0.0,149.50427604871447,good,99.3,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2022,2,48.19659090909091,good,98.2,123.22110429447854,good,97.0,19.088973966309343,good,97.2,21.391133231240428,good,97.2,40.350839694656486,good,97.5,10.246874051593323,good,98.1,0.8608898944193062,good,98.7,27.715758039816233,good,97.2,27.037945619335346,good,98.5,0.7170739064856712,good,98.7,2.8871987951807228,good,98.8,,insufficient,0.0,0.4990813253012048,good,98.8,205.2090060240964,good,98.8,80.72227409638555,good,98.8,16.816272727272725,sparse,32.7,184.1264608433735,good,98.8,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2022,3,58.49325581395349,good,98.3,135.53946327683616,good,95.2,19.90001408450704,good,95.4,23.51822535211268,good,95.4,43.39460563380281,good,95.4,9.457865937072503,good,98.3,0.7789754098360656,good,98.4,35.5589014084507,good,95.4,34.20291381668947,good,98.3,0.7173907103825137,good,98.4,1.5051502732240436,good,98.4,,insufficient,0.0,0.4818579234972678,good,98.4,229.73053278688525,good,98.4,68.40532786885245,good,98.4,23.8497131147541,good,98.4,187.90203551912566,good,98.4,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2022,4,59.74527896995708,good,97.1,150.17734870317003,good,96.4,23.010785498489426,good,91.9,21.689229607250756,good,91.9,44.59170180722892,good,92.2,13.69551920341394,good,97.6,0.7859148936170212,good,97.9,37.00894259818731,good,91.9,47.25607648725212,good,98.1,1.38977304964539,good,97.9,4.209645892351275,good,98.1,,insufficient,0.0,0.3747383309759547,good,98.2,215.007468175389,good,98.2,27.966096181046673,good,98.2,30.979773691654884,good,98.2,192.42894285714286,good,97.2,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2022,5,64.56199453551913,good,98.4,146.16310595065312,good,92.6,17.43643537414966,good,98.8,16.573659863945576,good,98.8,33.781004070556314,good,99.1,13.335129604365621,good,98.5,0.9253605442176871,good,98.8,27.61708843537415,good,98.8,50.407082767978295,good,99.1,1.538845108695652,good,98.9,3.686141304347826,good,98.9,,insufficient,0.0,0.449945652173913,good,98.9,158.8541983695652,good,98.9,36.53983695652174,good,98.9,32.93153532608696,good,98.9,212.55125,good,97.8,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2022,6,60.80067796610169,good,98.3,165.6887614678899,good,90.8,10.614263233190274,good,97.1,12.790987124463518,good,97.1,23.25132667617689,good,97.4,9.965099431818182,good,97.8,0.7711111111111111,good,98.8,14.188197424892703,good,97.1,54.4374297752809,good,98.9,1.1750280898876404,good,98.9,1.893188202247191,good,98.9,,insufficient,0.0,0.48064606741573035,good,98.9,199.1104915730337,good,98.9,45.43884831460674,good,98.9,33.36536516853933,good,98.9,245.2082957746479,good,98.6,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2022,7,32.854189560439565,good,97.8,89.68652492668622,good,91.7,11.968935574229691,good,96.0,11.39872549019608,good,96.0,23.155431754874648,good,96.5,6.246041379310344,good,97.4,0.8204413793103448,good,97.4,15.200196078431373,good,96.0,24.88397540983607,good,98.4,1.1507240437158468,good,98.4,2.854590163934426,good,98.4,,insufficient,0.0,0.42668032786885246,good,98.4,140.36465846994534,good,98.4,87.25889344262295,good,98.4,30.34349726775956,good,98.4,224.08639231824418,good,98.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2022,8,30.08976323119777,good,96.5,85.62257553956834,good,93.4,16.35424791086351,good,96.5,13.345793871866293,good,96.5,29.343527777777776,good,96.8,6.594418282548476,good,97.0,0.5732316227461858,good,96.9,21.966100278551533,good,96.5,18.710414364640883,good,97.3,0.9668646408839778,good,97.3,1.899779005524862,good,97.3,,insufficient,0.0,0.38986187845303866,good,97.3,195.09806629834253,good,97.3,86.90776243093923,good,97.3,30.385331491712705,good,97.3,210.61877947295426,good,96.9,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2022,9,35.44621037463977,good,96.4,86.96317002881845,good,96.4,18.828739255014327,good,96.9,14.378037249283668,good,96.9,33.142460658082975,good,97.1,7.722897727272727,good,97.8,0.657450704225352,good,98.6,26.718452722063038,good,96.9,21.308888888888887,good,98.8,1.0135724331926865,good,98.8,2.164929775280899,good,98.9,,insufficient,0.0,0.32683988764044947,good,98.9,201.4475,good,98.9,88.01683988764046,good,98.9,28.495014044943815,good,98.9,192.17762640449433,good,98.9,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2022,10,72.15648247978437,good,99.7,150.6850752393981,good,98.3,18.037111416781293,good,97.7,17.17844566712517,good,97.7,34.904972602739726,good,98.1,13.22266757865937,good,98.3,0.9944939271255062,good,99.6,20.709601100412655,good,97.7,23.90353099730458,good,99.7,1.5610632570659486,good,99.9,4.17170928667564,good,99.9,,insufficient,0.0,0.29772543741588153,good,99.9,211.7163257065949,good,99.9,76.00013458950201,good,99.9,24.724010767160166,good,99.9,155.1927725437416,good,99.9,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2022,11,102.81954992967651,good,98.8,190.1741631504923,good,98.8,18.822535410764875,good,98.1,29.386373937677053,good,98.1,47.21066478076379,good,98.2,12.363252840909091,good,97.8,0.9751339915373766,good,98.5,25.505681818181817,good,97.8,19.86047619047619,good,99.2,2.072167832167832,good,99.3,5.543846153846154,good,99.3,,insufficient,0.0,0.2936033519553073,good,99.4,204.8508100558659,good,99.4,72.3156843575419,good,99.4,19.010530726256984,good,99.4,116.37456703910615,good,99.4,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2022,12,98.1438294993234,good,99.3,186.47657645466847,good,99.3,14.688364153627312,good,94.5,25.8974679943101,good,94.5,40.140184135977336,good,94.9,11.159209431345355,good,96.9,0.9340189445196211,good,99.3,22.093086770981508,good,94.5,23.61323410013532,good,99.3,1.814527027027027,good,99.5,3.8051621621621625,good,99.5,,insufficient,0.0,0.3943783783783784,good,99.5,231.57272972972973,good,99.5,85.94493243243242,good,99.5,13.255162162162161,good,99.5,113.31566216216216,good,99.5,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
Ludhiana,Punjab,Punjab,2023,1,94.21903663500679,good,99.1,169.18301221166894,good,99.1,12.709957924263673,good,95.8,19.65802244039271,good,95.8,32.36335195530726,good,96.2,12.456294765840221,good,97.6,0.8732388663967611,good,99.6,16.461528751753157,good,95.8,25.341120107962215,good,99.6,1.9587179487179485,good,99.6,3.4273954116059375,good,99.6,,insufficient,0.0,0.4759514170040485,good,99.6,216.73754385964912,good,99.6,88.36146143437077,good,99.3,11.197929634641408,good,99.3,122.40620782726046,good,99.6,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,7,2017,2023,1
