city,state,state_original,year,month,PM2.5 (ug/m3)_mean,PM2.5 (ug/m3)_flag,PM2.5 (ug/m3)_coverage_pct,PM10 (ug/m3)_mean,PM10 (ug/m3)_flag,PM10 (ug/m3)_coverage_pct,NO (ug/m3)_mean,NO (ug/m3)_flag,NO (ug/m3)_coverage_pct,NO2 (ug/m3)_mean,NO2 (ug/m3)_flag,NO2 (ug/m3)_coverage_pct,NOx (ppb)_mean,NOx (ppb)_flag,NOx (ppb)_coverage_pct,SO2 (ug/m3)_mean,SO2 (ug/m3)_flag,SO2 (ug/m3)_coverage_pct,CO (mg/m3)_mean,CO (mg/m3)_flag,CO (mg/m3)_coverage_pct,NH3 (ug/m3)_mean,NH3 (ug/m3)_flag,NH3 (ug/m3)_coverage_pct,Ozone (ug/m3)_mean,Ozone (ug/m3)_flag,Ozone (ug/m3)_coverage_pct,Benzene (ug/m3)_mean,Benzene (ug/m3)_flag,Benzene (ug/m3)_coverage_pct,Toluene (ug/m3)_mean,Toluene (ug/m3)_flag,Toluene (ug/m3)_coverage_pct,Eth-Benzene (ug/m3)_mean,Eth-Benzene (ug/m3)_flag,Eth-Benzene (ug/m3)_coverage_pct,MP-Xylene (ug/m3)_mean,MP-Xylene (ug/m3)_flag,MP-Xylene (ug/m3)_coverage_pct,O Xylene (ug/m3)_mean,O Xylene (ug/m3)_flag,O Xylene (ug/m3)_coverage_pct,Xylene (ug/m3)_mean,Xylene (ug/m3)_flag,Xylene (ug/m3)_coverage_pct,WS (m/s)_mean,WS (m/s)_flag,WS (m/s)_coverage_pct,WD (degree)_mean,WD (degree)_flag,WD (degree)_coverage_pct,RH (%)_mean,RH (%)_flag,RH (%)_coverage_pct,AT (degree C)_mean,AT (degree C)_flag,AT (degree C)_coverage_pct,SR (W/mt2)_mean,SR (W/mt2)_flag,SR (W/mt2)_coverage_pct,RF (mm)_mean,RF (mm)_flag,RF (mm)_coverage_pct,BP (mmHg)_mean,BP (mmHg)_flag,BP (mmHg)_coverage_pct,CO2 (mg/m3)_mean,CO2 (mg/m3)_flag,CO2 (mg/m3)_coverage_pct,CH4 (ug/m3)_mean,CH4 (ug/m3)_flag,CH4 (ug/m3)_coverage_pct,NMHC (ug/m3)_mean,NMHC (ug/m3)_flag,NMHC (ug/m3)_coverage_pct,THC (ug/m3)_mean,THC (ug/m3)_flag,THC (ug/m3)_coverage_pct,HCHO (ug/m3)_mean,HCHO (ug/m3)_flag,HCHO (ug/m3)_coverage_pct,Hg (ug/m3)_mean,Hg (ug/m3)_flag,Hg (ug/m3)_coverage_pct,SPM (ug/m3)_mean,SPM (ug/m3)_flag,SPM (ug/m3)_coverage_pct,data_quality_tier,actual_data_years,data_first_year,data_last_year,n_stations
Gurugram,Haryana,Haryana,2015,12,,insufficient,0.0,,insufficient,0.0,,insufficient,12.5,,insufficient,12.5,,insufficient,12.5,,insufficient,12.5,,insufficient,11.2,,insufficient,0.0,,insufficient,12.4,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,12.5,,insufficient,12.5,,insufficient,12.5,,insufficient,12.5,,insufficient,12.5,,insufficient,0.0,,insufficient,12.5,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2016,1,,insufficient,2.0,,insufficient,0.0,,insufficient,7.8,,insufficient,8.1,,insufficient,8.1,,insufficient,8.0,,insufficient,5.6,,insufficient,0.0,,insufficient,8.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,8.1,,insufficient,8.1,,insufficient,7.6,,insufficient,8.0,,insufficient,8.0,,insufficient,0.0,,insufficient,7.2,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2016,2,,insufficient,8.7,,insufficient,0.0,,insufficient,11.6,,insufficient,11.4,,insufficient,12.2,,insufficient,12.4,,insufficient,10.1,,insufficient,0.0,,insufficient,12.2,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,12.8,,insufficient,12.5,,insufficient,12.4,,insufficient,12.7,,insufficient,11.5,,insufficient,0.0,,insufficient,10.2,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2016,3,,insufficient,9.0,,insufficient,0.0,,insufficient,8.0,,insufficient,8.0,,insufficient,8.9,,insufficient,9.4,,insufficient,8.2,,insufficient,0.0,,insufficient,8.9,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,9.8,,insufficient,9.8,,insufficient,9.7,,insufficient,9.7,,insufficient,8.4,,insufficient,0.0,,insufficient,8.6,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2016,4,,insufficient,16.5,,insufficient,0.0,,insufficient,19.8,,insufficient,17.8,,insufficient,20.3,,insufficient,22.2,,insufficient,22.2,,insufficient,0.0,,insufficient,22.2,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,22.2,,insufficient,22.2,,insufficient,22.2,,insufficient,21.4,,insufficient,22.2,,insufficient,0.0,,insufficient,22.2,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2016,5,,insufficient,23.6,,insufficient,0.0,,insufficient,21.9,,insufficient,22.9,,insufficient,23.0,,insufficient,23.6,,insufficient,23.6,,insufficient,0.0,,insufficient,23.6,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,23.6,,insufficient,23.6,,insufficient,23.6,,insufficient,23.6,,insufficient,23.6,,insufficient,0.0,,insufficient,23.7,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2016,6,,insufficient,14.3,,insufficient,0.0,,insufficient,16.6,,insufficient,20.0,,insufficient,20.0,,insufficient,20.0,,insufficient,19.9,,insufficient,0.0,,insufficient,20.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,20.0,,insufficient,20.0,,insufficient,20.0,,insufficient,19.9,,insufficient,19.9,,insufficient,0.0,,insufficient,20.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2016,7,,insufficient,11.2,,insufficient,0.0,,insufficient,12.8,,insufficient,21.2,,insufficient,21.1,,insufficient,21.0,,insufficient,21.1,,insufficient,0.0,,insufficient,16.6,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,21.2,,insufficient,21.2,,insufficient,21.2,,insufficient,21.1,,insufficient,21.2,,insufficient,0.0,,insufficient,21.2,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2016,8,,insufficient,15.9,,insufficient,0.0,,insufficient,9.0,,insufficient,11.2,,insufficient,16.3,,insufficient,15.6,,insufficient,19.4,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,18.5,,insufficient,14.3,,insufficient,14.5,,insufficient,18.5,,insufficient,18.5,,insufficient,0.0,,insufficient,14.4,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2016,9,,insufficient,17.8,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,16.9,,insufficient,18.0,,insufficient,0.0,,insufficient,16.4,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,18.1,,insufficient,18.1,,insufficient,18.1,,insufficient,18.1,,insufficient,18.1,,insufficient,0.0,,insufficient,18.1,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2016,10,,insufficient,19.3,,insufficient,0.0,,insufficient,5.6,,insufficient,5.7,,insufficient,5.2,,insufficient,17.7,,insufficient,21.5,,insufficient,0.0,,insufficient,21.0,,insufficient,1.9,,insufficient,1.9,,insufficient,1.8,,insufficient,1.8,,insufficient,1.8,,insufficient,0.0,,insufficient,19.4,,insufficient,19.4,,insufficient,19.4,,insufficient,19.4,,insufficient,19.3,,insufficient,0.0,,insufficient,19.4,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2016,11,,insufficient,23.3,,insufficient,0.0,,insufficient,23.8,,insufficient,23.8,,insufficient,3.0,,insufficient,20.7,,insufficient,19.7,,insufficient,0.0,28.81651839178785,sparse,40.6,,insufficient,19.2,,insufficient,19.3,,insufficient,18.5,,insufficient,19.1,,insufficient,2.6,,insufficient,0.0,,insufficient,23.8,,insufficient,23.8,,insufficient,23.5,,insufficient,23.8,,insufficient,23.8,,insufficient,0.0,,insufficient,23.8,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2016,12,,insufficient,22.2,,insufficient,0.0,,insufficient,22.2,,insufficient,22.2,,insufficient,0.0,,insufficient,20.4,5.955263835263835,sparse,26.1,,insufficient,0.0,20.735471987720643,sparse,43.8,,insufficient,16.8,,insufficient,16.9,,insufficient,15.9,,insufficient,16.6,,insufficient,0.0,,insufficient,0.0,,insufficient,22.2,,insufficient,22.2,,insufficient,19.1,,insufficient,22.2,,insufficient,22.2,,insufficient,0.0,,insufficient,22.2,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2017,1,,insufficient,21.4,,insufficient,0.0,,insufficient,18.6,,insufficient,21.2,,insufficient,0.0,,insufficient,21.1,,insufficient,19.5,,insufficient,0.0,,insufficient,21.3,,insufficient,20.6,,insufficient,20.7,,insufficient,20.3,,insufficient,20.6,,insufficient,0.0,,insufficient,0.0,,insufficient,21.3,,insufficient,21.3,,insufficient,18.6,,insufficient,21.3,,insufficient,21.3,,insufficient,0.0,,insufficient,18.3,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2017,2,,insufficient,21.3,,insufficient,0.0,,insufficient,15.2,,insufficient,19.2,,insufficient,0.0,,insufficient,21.2,,insufficient,21.1,,insufficient,0.0,,insufficient,21.3,,insufficient,21.1,,insufficient,21.3,,insufficient,21.1,,insufficient,21.3,,insufficient,0.0,,insufficient,0.0,,insufficient,21.3,,insufficient,21.3,,insufficient,19.4,,insufficient,21.3,,insufficient,21.3,,insufficient,0.0,,insufficient,13.5,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2017,3,,insufficient,21.9,,insufficient,0.0,,insufficient,22.8,,insufficient,23.0,,insufficient,0.0,,insufficient,22.8,,insufficient,22.8,,insufficient,0.0,,insufficient,22.8,,insufficient,22.0,,insufficient,22.7,,insufficient,21.6,,insufficient,22.6,,insufficient,0.0,,insufficient,0.0,,insufficient,23.0,,insufficient,22.8,,insufficient,22.8,,insufficient,22.8,,insufficient,22.8,,insufficient,0.0,,insufficient,12.9,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2017,4,,insufficient,24.0,,insufficient,0.0,,insufficient,23.9,,insufficient,24.1,,insufficient,0.0,,insufficient,24.1,,insufficient,24.2,,insufficient,0.0,,insufficient,24.2,,insufficient,21.9,,insufficient,23.6,,insufficient,21.4,,insufficient,23.2,,insufficient,0.0,,insufficient,0.0,,insufficient,24.1,,insufficient,24.1,,insufficient,23.8,,insufficient,24.1,,insufficient,24.1,,insufficient,0.0,,insufficient,7.4,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2017,5,,insufficient,17.6,,insufficient,0.0,,insufficient,17.3,,insufficient,17.4,,insufficient,0.0,,insufficient,16.9,,insufficient,17.3,,insufficient,0.0,,insufficient,17.7,,insufficient,16.7,,insufficient,17.6,,insufficient,16.5,,insufficient,17.5,,insufficient,0.0,,insufficient,0.0,,insufficient,17.5,,insufficient,17.5,,insufficient,17.1,,insufficient,17.5,,insufficient,17.5,,insufficient,0.0,,insufficient,8.2,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2017,6,,insufficient,21.2,,insufficient,0.0,,insufficient,21.9,,insufficient,21.9,,insufficient,0.0,,insufficient,21.8,,insufficient,21.8,,insufficient,0.0,,insufficient,21.9,,insufficient,21.5,,insufficient,21.8,,insufficient,19.4,,insufficient,20.7,,insufficient,0.0,,insufficient,0.0,,insufficient,21.9,,insufficient,21.9,,insufficient,19.2,,insufficient,21.9,,insufficient,21.9,,insufficient,0.0,,insufficient,11.1,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2017,7,,insufficient,17.8,,insufficient,0.0,,insufficient,23.5,,insufficient,24.1,,insufficient,0.0,,insufficient,24.2,,insufficient,24.5,,insufficient,0.0,,insufficient,24.5,,insufficient,24.6,,insufficient,24.6,,insufficient,15.6,,insufficient,16.5,,insufficient,0.0,,insufficient,0.0,,insufficient,24.5,,insufficient,24.5,,insufficient,23.8,,insufficient,24.5,,insufficient,23.7,,insufficient,0.0,,insufficient,15.6,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2017,8,,insufficient,22.0,,insufficient,0.0,,insufficient,21.4,,insufficient,22.9,,insufficient,0.0,,insufficient,22.7,,insufficient,23.0,,insufficient,0.0,,insufficient,20.8,,insufficient,23.0,,insufficient,23.0,,insufficient,1.1,,insufficient,1.1,,insufficient,0.0,,insufficient,0.0,,insufficient,20.9,,insufficient,20.8,,insufficient,20.9,,insufficient,20.8,,insufficient,20.9,,insufficient,0.0,,insufficient,19.9,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2017,9,,insufficient,24.5,,insufficient,0.0,,insufficient,24.5,,insufficient,24.8,,insufficient,0.1,,insufficient,24.3,1.025625,sparse,25.0,,insufficient,0.0,,insufficient,24.8,0.035625000000000004,sparse,25.0,,insufficient,24.8,,insufficient,24.8,,insufficient,24.8,,insufficient,3.9,,insufficient,0.0,0.14405555555555555,sparse,25.0,,insufficient,24.8,,insufficient,24.8,,insufficient,24.8,238.16487500000002,sparse,25.0,,insufficient,15.3,,insufficient,15.8,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2017,10,,insufficient,22.5,,insufficient,0.0,,insufficient,22.5,,insufficient,22.6,,insufficient,5.4,,insufficient,22.4,0.8317069892473118,sparse,25.0,,insufficient,0.0,,insufficient,22.5,0.44483870967741934,sparse,25.0,,insufficient,22.6,,insufficient,22.6,,insufficient,22.6,,insufficient,22.6,,insufficient,0.0,0.11573924731182794,sparse,25.0,,insufficient,22.5,,insufficient,22.6,,insufficient,22.6,181.48451612903224,sparse,25.0,0.0,sparse,25.0,,insufficient,22.2,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2017,11,,insufficient,24.7,,insufficient,0.0,,insufficient,24.7,,insufficient,24.6,,insufficient,24.8,,insufficient,14.1,,insufficient,24.8,,insufficient,0.0,,insufficient,24.7,,insufficient,24.8,,insufficient,24.7,,insufficient,24.7,,insufficient,24.7,,insufficient,4.7,,insufficient,0.0,,insufficient,24.8,,insufficient,24.7,,insufficient,24.7,,insufficient,24.7,,insufficient,24.8,,insufficient,24.8,,insufficient,24.4,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2017,12,,insufficient,24.5,,insufficient,0.3,,insufficient,24.6,,insufficient,24.5,13.464075520833333,sparse,25.8,,insufficient,23.8,1.6608984375,sparse,25.8,,insufficient,0.0,,insufficient,24.7,1.3030913978494623,sparse,25.0,,insufficient,23.9,,insufficient,23.8,,insufficient,23.8,,insufficient,0.0,,insufficient,0.0,0.05533602150537634,sparse,25.0,,insufficient,23.8,,insufficient,23.9,,insufficient,23.9,104.48556451612905,sparse,25.0,0.0022177419354838714,sparse,25.0,,insufficient,23.7,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2018,1,182.0801152737752,sparse,46.6,,insufficient,11.1,30.221283154121867,sparse,46.9,21.933741058655222,sparse,47.0,41.64291866028708,sparse,49.2,,insufficient,22.8,2.0303686006825936,sparse,49.2,,insufficient,0.0,24.325172166427546,sparse,46.8,,insufficient,16.5,,insufficient,15.1,,insufficient,15.1,,insufficient,15.1,,insufficient,0.0,,insufficient,0.0,0.07504032258064516,sparse,25.0,,insufficient,22.8,,insufficient,22.6,,insufficient,22.8,101.63591397849461,sparse,25.0,0.0016801075268817205,sparse,25.0,,insufficient,22.6,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2018,2,140.86408450704224,sparse,26.4,,insufficient,15.2,42.95649499284693,sparse,26.0,21.486437768240343,sparse,26.0,42.427024482109225,sparse,39.5,,insufficient,11.5,1.1511851851851849,sparse,40.2,,insufficient,0.0,28.88728183118741,sparse,26.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,24.8,,insufficient,24.6,,insufficient,11.2,,insufficient,24.6,,insufficient,24.8,,insufficient,24.8,,insufficient,24.6,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2018,3,,insufficient,24.8,,insufficient,24.9,,insufficient,25.0,,insufficient,25.0,39.81547263681592,sparse,47.3,,insufficient,0.2,1.0407176287051483,sparse,43.1,,insufficient,0.0,,insufficient,24.7,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,22.2,,insufficient,22.1,,insufficient,0.1,,insufficient,22.2,,insufficient,22.2,,insufficient,22.3,,insufficient,22.2,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2018,4,,insufficient,16.4,,insufficient,16.4,,insufficient,15.4,,insufficient,13.7,29.850562613430128,sparse,38.3,,insufficient,0.1,1.526378876781224,sparse,41.4,,insufficient,0.0,,insufficient,15.2,,insufficient,2.1,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,25.0,,insufficient,25.0,,insufficient,2.1,,insufficient,6.6,,insufficient,25.0,0.004152777777777778,sparse,25.0,,insufficient,25.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2018,5,110.86679343128782,sparse,38.9,,insufficient,20.1,14.166324284666178,sparse,45.8,24.189261155815654,sparse,45.9,29.118412582297,sparse,45.9,,insufficient,1.5,0.39992690058479535,sparse,46.0,,insufficient,0.0,,insufficient,24.0,10.006747311827954,sparse,25.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,0.2464448924731183,sparse,25.0,155.28314516129032,sparse,25.0,30.777876344086017,sparse,25.0,35.14204301075269,sparse,25.0,,insufficient,24.9,0.0030241935483870967,sparse,25.0,736.2515994623656,sparse,25.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2018,6,135.66400000000002,sparse,30.6,,insufficient,5.7,12.164460839954597,sparse,30.6,24.669262202043132,sparse,30.6,28.189466515323495,sparse,30.6,,insufficient,13.4,0.759988649262202,sparse,30.6,,insufficient,0.0,37.27206583427923,sparse,30.6,,insufficient,24.9,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,24.9,,insufficient,24.9,,insufficient,24.9,,insufficient,24.9,,insufficient,24.9,,insufficient,24.9,,insufficient,24.9,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2018,7,55.38685483870969,sparse,25.0,,insufficient,0.0,8.605752688172043,sparse,25.0,24.030685483870972,sparse,25.0,22.532365591397852,sparse,25.0,,insufficient,25.0,0.7004973118279569,sparse,25.0,,insufficient,0.0,26.116505376344087,sparse,25.0,0.49428763440860213,sparse,25.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,0.25106854838709675,sparse,25.0,180.64663978494622,sparse,25.0,48.89615591397849,sparse,25.0,30.882029569892474,sparse,25.0,251.57333333333332,sparse,25.0,0.062204301075268816,sparse,25.0,736.0748655913978,sparse,25.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2018,8,,insufficient,24.7,,insufficient,0.0,,insufficient,19.8,,insufficient,19.8,,insufficient,19.8,,insufficient,24.7,,insufficient,24.7,,insufficient,0.0,,insufficient,24.7,,insufficient,22.2,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,24.7,,insufficient,24.7,,insufficient,24.7,,insufficient,24.7,,insufficient,24.7,,insufficient,24.7,,insufficient,24.7,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2018,9,,insufficient,19.5,,insufficient,0.6,,insufficient,19.8,,insufficient,19.6,,insufficient,20.9,,insufficient,19.1,,insufficient,20.8,,insufficient,0.0,,insufficient,16.3,,insufficient,20.3,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,20.4,,insufficient,18.9,,insufficient,19.2,,insufficient,19.1,,insufficient,19.2,,insufficient,20.5,,insufficient,19.1,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2018,10,157.0224925816024,sparse,45.3,,insufficient,23.8,44.31421621621622,sparse,37.3,43.30614273576891,sparse,39.5,56.852820512820514,sparse,45.9,,insufficient,22.0,1.0253159851301115,sparse,45.2,,insufficient,0.0,41.70266116941529,sparse,44.8,,insufficient,22.2,,insufficient,11.7,,insufficient,11.6,,insufficient,7.9,,insufficient,10.6,,insufficient,0.0,,insufficient,22.2,,insufficient,22.1,,insufficient,22.1,,insufficient,21.8,,insufficient,22.1,,insufficient,22.2,,insufficient,22.1,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2018,11,166.68940298507462,sparse,48.9,,insufficient,24.9,54.5906629055007,sparse,49.2,36.11199295774648,sparse,49.3,68.74737508796622,sparse,49.3,,insufficient,24.3,0.9121971830985915,sparse,49.3,,insufficient,0.0,35.71439661256175,sparse,49.2,,insufficient,24.4,,insufficient,24.4,,insufficient,18.8,,insufficient,14.1,,insufficient,14.3,,insufficient,0.0,,insufficient,24.4,,insufficient,24.3,,insufficient,24.3,,insufficient,24.2,,insufficient,24.3,,insufficient,24.4,,insufficient,24.3,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
Gurugram,Haryana,Haryana,2018,12,148.35461960784315,sparse,42.8,,insufficient,21.7,71.63512550607288,sparse,41.5,46.91975056689342,sparse,44.5,84.35494339622642,sparse,44.5,,insufficient,22.7,0.79481945467944,sparse,45.6,,insufficient,0.0,27.73352719033232,sparse,44.5,,insufficient,23.3,,insufficient,23.3,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,23.9,,insufficient,22.5,,insufficient,22.8,,insufficient,22.7,,insufficient,22.8,,insufficient,24.0,,insufficient,22.8,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_2,6,2018,2023,4
