city,state,state_original,year,month,PM2.5 (ug/m3)_mean,PM2.5 (ug/m3)_flag,PM2.5 (ug/m3)_coverage_pct,PM10 (ug/m3)_mean,PM10 (ug/m3)_flag,PM10 (ug/m3)_coverage_pct,NO (ug/m3)_mean,NO (ug/m3)_flag,NO (ug/m3)_coverage_pct,NO2 (ug/m3)_mean,NO2 (ug/m3)_flag,NO2 (ug/m3)_coverage_pct,NOx (ppb)_mean,NOx (ppb)_flag,NOx (ppb)_coverage_pct,SO2 (ug/m3)_mean,SO2 (ug/m3)_flag,SO2 (ug/m3)_coverage_pct,CO (mg/m3)_mean,CO (mg/m3)_flag,CO (mg/m3)_coverage_pct,Ozone (ug/m3)_mean,Ozone (ug/m3)_flag,Ozone (ug/m3)_coverage_pct,Benzene (ug/m3)_mean,Benzene (ug/m3)_flag,Benzene (ug/m3)_coverage_pct,Toluene (ug/m3)_mean,Toluene (ug/m3)_flag,Toluene (ug/m3)_coverage_pct,Eth-Benzene (ug/m3)_mean,Eth-Benzene (ug/m3)_flag,Eth-Benzene (ug/m3)_coverage_pct,MP-Xylene (ug/m3)_mean,MP-Xylene (ug/m3)_flag,MP-Xylene (ug/m3)_coverage_pct,Xylene (ug/m3)_mean,Xylene (ug/m3)_flag,Xylene (ug/m3)_coverage_pct,WS (m/s)_mean,WS (m/s)_flag,WS (m/s)_coverage_pct,WD (degree)_mean,WD (degree)_flag,WD (degree)_coverage_pct,RH (%)_mean,RH (%)_flag,RH (%)_coverage_pct,AT (degree C)_mean,AT (degree C)_flag,AT (degree C)_coverage_pct,SR (W/mt2)_mean,SR (W/mt2)_flag,SR (W/mt2)_coverage_pct,RF (mm)_mean,RF (mm)_flag,RF (mm)_coverage_pct,BP (mmHg)_mean,BP (mmHg)_flag,BP (mmHg)_coverage_pct,NH3 (ug/m3)_mean,NH3 (ug/m3)_flag,NH3 (ug/m3)_coverage_pct,O Xylene (ug/m3)_mean,O Xylene (ug/m3)_flag,O Xylene (ug/m3)_coverage_pct,CH4 (ug/m3)_mean,CH4 (ug/m3)_flag,CH4 (ug/m3)_coverage_pct,NMHC (ug/m3)_mean,NMHC (ug/m3)_flag,NMHC (ug/m3)_coverage_pct,THC (ug/m3)_mean,THC (ug/m3)_flag,THC (ug/m3)_coverage_pct,CO2 (mg/m3)_mean,CO2 (mg/m3)_flag,CO2 (mg/m3)_coverage_pct,HCHO (ug/m3)_mean,HCHO (ug/m3)_flag,HCHO (ug/m3)_coverage_pct,Hg (ug/m3)_mean,Hg (ug/m3)_flag,Hg (ug/m3)_coverage_pct,SPM (ug/m3)_mean,SPM (ug/m3)_flag,SPM (ug/m3)_coverage_pct,data_quality_tier,actual_data_years,data_first_year,data_last_year,n_stations
Pune,Maharashtra,Maharashtra,2010,12,,insufficient,0.0,,insufficient,0.0,,insufficient,0.4,,insufficient,1.4,,insufficient,0.0,,insufficient,0.0,,insufficient,2.8,,insufficient,0.1,,insufficient,2.1,,insufficient,2.6,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,6.3,,insufficient,6.3,,insufficient,6.3,,insufficient,1.0,,insufficient,5.3,,insufficient,0.0,,insufficient,6.3,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,4,2020,2023,8
Pune,Maharashtra,Maharashtra,2011,1,,insufficient,0.0,,insufficient,0.0,,insufficient,1.0,,insufficient,0.7,,insufficient,0.0,,insufficient,0.0,,insufficient,4.0,,insufficient,0.5,,insufficient,3.3,,insufficient,5.4,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,2.0,,insufficient,2.0,,insufficient,2.0,,insufficient,0.3,,insufficient,4.6,,insufficient,0.0,,insufficient,6.4,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,4,2020,2023,8
Pune,Maharashtra,Maharashtra,2011,2,,insufficient,0.0,,insufficient,0.0,,insufficient,0.5,,insufficient,0.3,,insufficient,0.0,,insufficient,0.0,,insufficient,3.1,,insufficient,2.6,,insufficient,2.2,,insufficient,4.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.5,,insufficient,0.5,,insufficient,0.5,,insufficient,0.1,,insufficient,4.8,,insufficient,0.0,,insufficient,6.5,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,4,2020,2023,8
Pune,Maharashtra,Maharashtra,2011,3,,insufficient,0.0,,insufficient,0.0,,insufficient,4.6,,insufficient,0.2,,insufficient,0.0,,insufficient,0.0,,insufficient,0.6,,insufficient,2.0,,insufficient,0.6,,insufficient,1.9,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,4.6,,insufficient,4.6,,insufficient,4.6,,insufficient,0.0,,insufficient,4.9,,insufficient,0.0,,insufficient,6.2,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,4,2020,2023,8
Pune,Maharashtra,Maharashtra,2011,4,,insufficient,0.0,,insufficient,0.0,,insufficient,3.5,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,4.4,,insufficient,0.0,,insufficient,0.1,,insufficient,2.7,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,3.4,,insufficient,3.4,,insufficient,3.4,,insufficient,0.0,,insufficient,7.6,,insufficient,0.1,,insufficient,10.2,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,4,2020,2023,8
Pune,Maharashtra,Maharashtra,2011,5,,insufficient,0.0,,insufficient,0.0,,insufficient,4.5,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,11.2,,insufficient,0.0,,insufficient,0.1,,insufficient,2.3,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,2.4,,insufficient,2.4,,insufficient,2.4,,insufficient,0.1,,insufficient,8.3,,insufficient,0.1,,insufficient,11.3,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,4,2020,2023,8
Pune,Maharashtra,Maharashtra,2011,6,,insufficient,0.0,,insufficient,0.0,,insufficient,0.4,,insufficient,0.2,,insufficient,0.0,,insufficient,0.0,,insufficient,5.9,,insufficient,0.0,,insufficient,0.1,,insufficient,1.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.6,,insufficient,0.6,,insufficient,0.6,,insufficient,0.1,,insufficient,5.6,,insufficient,0.5,,insufficient,5.8,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,4,2020,2023,8
Pune,Maharashtra,Maharashtra,2011,7,,insufficient,0.0,,insufficient,0.0,,insufficient,2.9,,insufficient,0.7,,insufficient,0.0,,insufficient,0.0,,insufficient,6.5,,insufficient,0.2,,insufficient,3.0,,insufficient,3.4,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,3.6,,insufficient,3.6,,insufficient,3.6,,insufficient,0.0,,insufficient,5.6,,insufficient,1.2,,insufficient,6.6,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,4,2020,2023,8
Pune,Maharashtra,Maharashtra,2011,8,,insufficient,0.0,,insufficient,0.0,,insufficient,1.8,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,10.6,,insufficient,0.0,,insufficient,0.2,,insufficient,0.6,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,2.0,,insufficient,2.0,,insufficient,2.0,,insufficient,0.1,,insufficient,10.3,,insufficient,2.0,,insufficient,10.7,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,4,2020,2023,8
Pune,Maharashtra,Maharashtra,2011,9,,insufficient,0.0,,insufficient,0.0,,insufficient,6.0,,insufficient,0.3,,insufficient,0.0,,insufficient,0.0,,insufficient,8.1,,insufficient,0.2,,insufficient,0.1,,insufficient,0.9,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,6.1,,insufficient,6.1,,insufficient,6.1,,insufficient,0.1,,insufficient,9.1,,insufficient,1.2,,insufficient,10.3,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,4,2020,2023,8
Pune,Maharashtra,Maharashtra,2011,10,,insufficient,0.0,,insufficient,0.0,,insufficient,0.3,,insufficient,0.3,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.1,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.3,,insufficient,0.3,,insufficient,0.3,,insufficient,0.0,,insufficient,0.3,,insufficient,0.0,,insufficient,0.3,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,4,2020,2023,8
Pune,Maharashtra,Maharashtra,2011,11,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,4,2020,2023,8
Pune,Maharashtra,Maharashtra,2011,12,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,4,2020,2023,8
Pune,Maharashtra,Maharashtra,2012,1,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,4,2020,2023,8
Pune,Maharashtra,Maharashtra,2012,2,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,4,2020,2023,8
Pune,Maharashtra,Maharashtra,2012,3,,insufficient,0.0,,insufficient,0.0,,insufficient,0.5,,insufficient,0.6,,insufficient,0.0,,insufficient,0.0,,insufficient,0.4,,insufficient,0.9,,insufficient,0.0,,insufficient,0.5,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,1.1,,insufficient,1.1,,insufficient,1.1,,insufficient,0.0,,insufficient,0.8,,insufficient,0.0,,insufficient,1.1,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,4,2020,2023,8
Pune,Maharashtra,Maharashtra,2012,4,,insufficient,0.0,,insufficient,0.0,,insufficient,0.2,,insufficient,0.4,,insufficient,0.0,,insufficient,0.0,,insufficient,7.9,,insufficient,3.0,,insufficient,0.2,,insufficient,1.9,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,1.7,,insufficient,1.7,,insufficient,1.7,,insufficient,0.1,,insufficient,6.5,,insufficient,0.1,,insufficient,9.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,4,2020,2023,8
Pune,Maharashtra,Maharashtra,2012,5,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,8.5,,insufficient,2.0,,insufficient,0.0,,insufficient,0.5,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,2.6,,insufficient,2.6,,insufficient,2.6,,insufficient,0.1,,insufficient,7.1,,insufficient,0.0,,insufficient,9.1,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,4,2020,2023,8
Pune,Maharashtra,Maharashtra,2012,6,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,4,2020,2023,8
Pune,Maharashtra,Maharashtra,2012,7,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.9,,insufficient,0.0,,insufficient,0.1,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,4.9,,insufficient,4.9,,insufficient,4.9,,insufficient,0.0,,insufficient,4.8,,insufficient,1.3,,insufficient,4.9,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,4,2020,2023,8
Pune,Maharashtra,Maharashtra,2012,8,,insufficient,0.0,,insufficient,0.0,,insufficient,1.3,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,9.1,,insufficient,0.7,,insufficient,0.0,,insufficient,0.1,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,2.3,,insufficient,2.3,,insufficient,2.3,,insufficient,0.1,,insufficient,10.0,,insufficient,1.8,,insufficient,11.3,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,4,2020,2023,8
Pune,Maharashtra,Maharashtra,2012,9,,insufficient,0.0,,insufficient,0.0,,insufficient,1.8,,insufficient,0.2,,insufficient,0.0,,insufficient,0.0,,insufficient,4.9,,insufficient,0.8,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,2.4,,insufficient,2.4,,insufficient,2.4,,insufficient,0.1,,insufficient,7.0,,insufficient,1.0,,insufficient,7.3,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,4,2020,2023,8
Pune,Maharashtra,Maharashtra,2012,10,,insufficient,0.0,,insufficient,0.0,,insufficient,2.6,,insufficient,2.3,,insufficient,0.0,,insufficient,0.0,,insufficient,4.5,,insufficient,1.3,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,2.7,,insufficient,2.7,,insufficient,2.7,,insufficient,0.1,,insufficient,5.9,,insufficient,0.3,,insufficient,7.3,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,4,2020,2023,8
Pune,Maharashtra,Maharashtra,2012,11,,insufficient,0.0,,insufficient,0.0,,insufficient,4.0,,insufficient,4.7,,insufficient,0.0,,insufficient,0.1,,insufficient,2.0,,insufficient,4.2,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,0.0,,insufficient,5.1,,insufficient,5.1,,insufficient,5.1,,insufficient,0.5,,insufficient,5.1,,insufficient,0.0,,insufficient,7.1,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,,no_data,0.0,tier_3,4,2020,2023,8
